"blife_id","blife_binomial","blife_order","blife_family","blife_iucn_status","ref_binomial","ref_order","ref_family","ref_id","method"
22683744,"Merops superciliosus","Coraciiformes","Meropidae","LC","Merops superciliosus","Coraciiformes","Meropidae",22683744,"Match by ID"
22683750,"Merops philippinus","Coraciiformes","Meropidae","LC","Merops philippinus","Coraciiformes","Meropidae",22683750,"Match by ID"
22683753,"Merops ornatus","Coraciiformes","Meropidae","LC","Merops ornatus","Coraciiformes","Meropidae",22683753,"Match by ID"
22683756,"Merops apiaster","Coraciiformes","Meropidae","LC","Merops apiaster","Coraciiformes","Meropidae",22683756,"Match by ID"
22683761,"Merops leschenaulti","Coraciiformes","Meropidae","LC","Merops leschenaulti","Coraciiformes","Meropidae",22683761,"Match by ID"
22683764,"Merops malimbicus","Coraciiformes","Meropidae","LC","Merops malimbicus","Coraciiformes","Meropidae",22683764,"Match by ID"
22683768,"Merops nubicus","Coraciiformes","Meropidae","LC","Merops nubicus","Coraciiformes","Meropidae",22683768,"Match by ID"
22683772,"Merops nubicoides","Coraciiformes","Meropidae","LC","Merops nubicoides","Coraciiformes","Meropidae",22683772,"Match by ID"
22683776,"Colius striatus","Coliiformes","Coliidae","LC","Colius striatus","Coliiformes","Coliidae",22683776,"Match by ID"
22683780,"Colius leucocephalus","Coliiformes","Coliidae","LC","Colius leucocephalus","Coliiformes","Coliidae",22683780,"Match by ID"
22683784,"Colius castanotus","Coliiformes","Coliidae","LC","Colius castanotus","Coliiformes","Coliidae",22683784,"Match by ID"
22683788,"Colius colius","Coliiformes","Coliidae","LC","Colius colius","Coliiformes","Coliidae",22683788,"Match by ID"
22683792,"Urocolius macrourus","Coliiformes","Coliidae","LC","Urocolius macrourus","Coliiformes","Coliidae",22683792,"Match by ID"
22683796,"Urocolius indicus","Coliiformes","Coliidae","LC","Urocolius indicus","Coliiformes","Coliidae",22683796,"Match by ID"
22683800,"Clamator jacobinus","Cuculiformes","Cuculidae","LC","Clamator jacobinus","Cuculiformes","Cuculidae",22683800,"Match by ID"
22683808,"Clamator levaillantii","Cuculiformes","Cuculidae","LC","Clamator levaillantii","Cuculiformes","Cuculidae",22683808,"Match by ID"
22683816,"Clamator coromandus","Cuculiformes","Cuculidae","LC","Clamator coromandus","Cuculiformes","Cuculidae",22683816,"Match by ID"
22683819,"Clamator glandarius","Cuculiformes","Cuculidae","LC","Clamator glandarius","Cuculiformes","Cuculidae",22683819,"Match by ID"
22683823,"Pachycoccyx audeberti","Cuculiformes","Cuculidae","LC","Pachycoccyx audeberti","Cuculiformes","Cuculidae",22683823,"Match by ID"
22683827,"Cuculus crassirostris","Cuculiformes","Cuculidae","LC","Cuculus crassirostris","Cuculiformes","Cuculidae",22683827,"Match by ID"
22683846,"Hierococcyx varius","Cuculiformes","Cuculidae","LC","Hierococcyx varius","Cuculiformes","Cuculidae",22683846,"Match by ID"
22683850,"Hierococcyx vagans","Cuculiformes","Cuculidae","NT","Hierococcyx vagans","Cuculiformes","Cuculidae",22683850,"Match by ID"
22683862,"Cuculus solitarius","Cuculiformes","Cuculidae","LC","Cuculus solitarius","Cuculiformes","Cuculidae",22683862,"Match by ID"
22683866,"Cuculus clamosus","Cuculiformes","Cuculidae","LC","Cuculus clamosus","Cuculiformes","Cuculidae",22683866,"Match by ID"
22683870,"Cuculus micropterus","Cuculiformes","Cuculidae","LC","Cuculus micropterus","Cuculiformes","Cuculidae",22683870,"Match by ID"
22683873,"Cuculus canorus","Cuculiformes","Cuculidae","LC","Cuculus canorus","Cuculiformes","Cuculidae",22683873,"Match by ID"
22683879,"Cuculus gularis","Cuculiformes","Cuculidae","LC","Cuculus gularis","Cuculiformes","Cuculidae",22683879,"Match by ID"
22683889,"Cuculus poliocephalus","Cuculiformes","Cuculidae","LC","Cuculus poliocephalus","Cuculiformes","Cuculidae",22683889,"Match by ID"
22683893,"Cuculus rochii","Cuculiformes","Cuculidae","LC","Cuculus rochii","Cuculiformes","Cuculidae",22683893,"Match by ID"
22683898,"Heteroscenes pallidus","Cuculiformes","Cuculidae","LC","Heteroscenes pallidus","Cuculiformes","Cuculidae",22683898,"Match by ID"
22683909,"Cercococcyx olivinus","Cuculiformes","Cuculidae","LC","Cercococcyx olivinus","Cuculiformes","Cuculidae",22683909,"Match by ID"
22683913,"Cercococcyx montanus","Cuculiformes","Cuculidae","LC","Cercococcyx montanus","Cuculiformes","Cuculidae",22683913,"Match by ID"
22683917,"Cacomantis sonneratii","Cuculiformes","Cuculidae","LC","Cacomantis sonneratii","Cuculiformes","Cuculidae",22683917,"Match by ID"
22683920,"Cacomantis passerinus","Cuculiformes","Cuculidae","LC","Cacomantis passerinus","Cuculiformes","Cuculidae",22683920,"Match by ID"
22683923,"Cacomantis merulinus","Cuculiformes","Cuculidae","LC","Cacomantis merulinus","Cuculiformes","Cuculidae",22683923,"Match by ID"
22683932,"Cacomantis castaneiventris","Cuculiformes","Cuculidae","LC","Cacomantis castaneiventris","Cuculiformes","Cuculidae",22683932,"Match by ID"
22683935,"Cacomantis aeruginosus","Cuculiformes","Cuculidae","LC","Cacomantis aeruginosus","Cuculiformes","Cuculidae",22683935,"Match by ID"
22683941,"Cacomantis flabelliformis","Cuculiformes","Cuculidae","LC","Cacomantis flabelliformis","Cuculiformes","Cuculidae",22683941,"Match by ID"
22683944,"Chalcites megarhynchus","Cuculiformes","Cuculidae","LC","Chalcites megarhynchus","Cuculiformes","Cuculidae",22683944,"Match by ID"
22683968,"Chalcites crassirostris","Cuculiformes","Cuculidae","LC","Chalcites crassirostris","Cuculiformes","Cuculidae",22683968,"Match by ID"
22683973,"Chalcites lucidus","Cuculiformes","Cuculidae","LC","Chalcites lucidus","Cuculiformes","Cuculidae",22683973,"Match by ID"
22683982,"Chalcites basalis","Cuculiformes","Cuculidae","LC","Chalcites basalis","Cuculiformes","Cuculidae",22683982,"Match by ID"
22683990,"Chalcites ruficollis","Cuculiformes","Cuculidae","LC","Chalcites ruficollis","Cuculiformes","Cuculidae",22683990,"Match by ID"
22683995,"Chalcites meyerii","Cuculiformes","Cuculidae","LC","Chalcites meyerii","Cuculiformes","Cuculidae",22683995,"Match by ID"
22684000,"Chrysococcyx maculatus","Cuculiformes","Cuculidae","LC","Chrysococcyx maculatus","Cuculiformes","Cuculidae",22684000,"Match by ID"
22684003,"Chrysococcyx xanthorhynchus","Cuculiformes","Cuculidae","LC","Chrysococcyx xanthorhynchus","Cuculiformes","Cuculidae",22684003,"Match by ID"
22684006,"Chalcites osculans","Cuculiformes","Cuculidae","LC","Chalcites osculans","Cuculiformes","Cuculidae",22684006,"Match by ID"
22684012,"Chrysococcyx flavigularis","Cuculiformes","Cuculidae","LC","Chrysococcyx flavigularis","Cuculiformes","Cuculidae",22684012,"Match by ID"
22684017,"Chrysococcyx klaas","Cuculiformes","Cuculidae","LC","Chrysococcyx klaas","Cuculiformes","Cuculidae",22684017,"Match by ID"
22684021,"Chrysococcyx cupreus","Cuculiformes","Cuculidae","LC","Chrysococcyx cupreus","Cuculiformes","Cuculidae",22684021,"Match by ID"
22684026,"Chrysococcyx caprius","Cuculiformes","Cuculidae","LC","Chrysococcyx caprius","Cuculiformes","Cuculidae",22684026,"Match by ID"
22684032,"Caliechthrus leucolophus","Cuculiformes","Cuculidae","LC","Caliechthrus leucolophus","Cuculiformes","Cuculidae",22684032,"Match by ID"
22684046,"Microdynamis parva","Cuculiformes","Cuculidae","LC","Microdynamis parva","Cuculiformes","Cuculidae",22684046,"Match by ID"
22684049,"Eudynamys scolopaceus","Cuculiformes","Cuculidae","LC","Eudynamys scolopaceus","Cuculiformes","Cuculidae",22684049,"Match by ID"
22684072,"Urodynamis taitensis","Cuculiformes","Cuculidae","LC","Urodynamis taitensis","Cuculiformes","Cuculidae",22684072,"Match by ID"
22684079,"Scythrops novaehollandiae","Cuculiformes","Cuculidae","LC","Scythrops novaehollandiae","Cuculiformes","Cuculidae",22684079,"Match by ID"
22684092,"Phaenicophaeus diardi","Cuculiformes","Cuculidae","NT","Phaenicophaeus diardi","Cuculiformes","Cuculidae",22684092,"Match by ID"
22684095,"Phaenicophaeus sumatranus","Cuculiformes","Cuculidae","NT","Phaenicophaeus sumatranus","Cuculiformes","Cuculidae",22684095,"Match by ID"
22684098,"Phaenicophaeus tristis","Cuculiformes","Cuculidae","LC","Phaenicophaeus tristis","Cuculiformes","Cuculidae",22684098,"Match by ID"
22684101,"Phaenicophaeus viridirostris","Cuculiformes","Cuculidae","LC","Phaenicophaeus viridirostris","Cuculiformes","Cuculidae",22684101,"Match by ID"
22684104,"Taccocua leschenaultii","Cuculiformes","Cuculidae","LC","Taccocua leschenaultii","Cuculiformes","Cuculidae",22684104,"Match by ID"
22684107,"Rhinortha chlorophaea","Cuculiformes","Cuculidae","LC","Rhinortha chlorophaea","Cuculiformes","Cuculidae",22684107,"Match by ID"
22684110,"Zanclostomus javanicus","Cuculiformes","Cuculidae","LC","Zanclostomus javanicus","Cuculiformes","Cuculidae",22684110,"Match by ID"
22684113,"Rhamphococcyx calyorhynchus","Cuculiformes","Cuculidae","LC","Rhamphococcyx calyorhynchus","Cuculiformes","Cuculidae",22684113,"Match by ID"
22684123,"Phaenicophaeus pyrrhocephalus","Cuculiformes","Cuculidae","VU","Phaenicophaeus pyrrhocephalus","Cuculiformes","Cuculidae",22684123,"Match by ID"
22684126,"Dasylophus superciliosus","Cuculiformes","Cuculidae","LC","Dasylophus superciliosus","Cuculiformes","Cuculidae",22684126,"Match by ID"
22684129,"Lepidogrammus cumingi","Cuculiformes","Cuculidae","LC","Lepidogrammus cumingi","Cuculiformes","Cuculidae",22684129,"Match by ID"
22684132,"Carpococcyx radiceus","Cuculiformes","Cuculidae","VU","Carpococcyx radiceus","Cuculiformes","Cuculidae",22684132,"Match by ID"
22684138,"Carpococcyx renauldi","Cuculiformes","Cuculidae","VU","Carpococcyx renauldi","Cuculiformes","Cuculidae",22684138,"Match by ID"
22684143,"Coua delalandei","Cuculiformes","Cuculidae","EX","Coua delalandei","Cuculiformes","Cuculidae",22684143,"Match by ID"
22684148,"Coua gigas","Cuculiformes","Cuculidae","LC","Coua gigas","Cuculiformes","Cuculidae",22684148,"Match by ID"
22684152,"Coua coquereli","Cuculiformes","Cuculidae","LC","Coua coquereli","Cuculiformes","Cuculidae",22684152,"Match by ID"
22684156,"Coua serriana","Cuculiformes","Cuculidae","LC","Coua serriana","Cuculiformes","Cuculidae",22684156,"Match by ID"
22684160,"Coua reynaudii","Cuculiformes","Cuculidae","LC","Coua reynaudii","Cuculiformes","Cuculidae",22684160,"Match by ID"
22684164,"Coua cursor","Cuculiformes","Cuculidae","LC","Coua cursor","Cuculiformes","Cuculidae",22684164,"Match by ID"
22684184,"Coua verreauxi","Cuculiformes","Cuculidae","LC","Coua verreauxi","Cuculiformes","Cuculidae",22684184,"Match by ID"
22684188,"Coua caerulea","Cuculiformes","Cuculidae","LC","Coua caerulea","Cuculiformes","Cuculidae",22684188,"Match by ID"
22684192,"Centropus milo","Cuculiformes","Cuculidae","LC","Centropus milo","Cuculiformes","Cuculidae",22684192,"Match by ID"
22684195,"Centropus goliath","Cuculiformes","Cuculidae","LC","Centropus goliath","Cuculiformes","Cuculidae",22684195,"Match by ID"
22684198,"Centropus violaceus","Cuculiformes","Cuculidae","LC","Centropus violaceus","Cuculiformes","Cuculidae",22684198,"Match by ID"
22684202,"Centropus menbeki","Cuculiformes","Cuculidae","LC","Centropus menbeki","Cuculiformes","Cuculidae",22684202,"Match by ID"
22684206,"Centropus ateralbus","Cuculiformes","Cuculidae","LC","Centropus ateralbus","Cuculiformes","Cuculidae",22684206,"Match by ID"
22684209,"Centropus phasianinus","Cuculiformes","Cuculidae","LC","Centropus phasianinus","Cuculiformes","Cuculidae",22684209,"Match by ID"
22684212,"Centropus spilopterus","Cuculiformes","Cuculidae","LC","Centropus spilopterus","Cuculiformes","Cuculidae",22684212,"Match by ID"
22684215,"Centropus bernsteini","Cuculiformes","Cuculidae","LC","Centropus bernsteini","Cuculiformes","Cuculidae",22684215,"Match by ID"
22684219,"Centropus chalybeus","Cuculiformes","Cuculidae","NT","Centropus chalybeus","Cuculiformes","Cuculidae",22684219,"Match by ID"
22684222,"Centropus rectunguis","Cuculiformes","Cuculidae","VU","Centropus rectunguis","Cuculiformes","Cuculidae",22684222,"Match by ID"
22684225,"Centropus steerii","Cuculiformes","Cuculidae","CR","Centropus steerii","Cuculiformes","Cuculidae",22684225,"Match by ID"
22684229,"Centropus sinensis","Cuculiformes","Cuculidae","LC","Centropus sinensis","Cuculiformes","Cuculidae",22684229,"Match by ID"
22684232,"Centropus andamanensis","Cuculiformes","Cuculidae","LC","Centropus andamanensis","Cuculiformes","Cuculidae",22684232,"Match by ID"
22684236,"Centropus nigrorufus","Cuculiformes","Cuculidae","VU","Centropus nigrorufus","Cuculiformes","Cuculidae",22684236,"Match by ID"
22684240,"Centropus viridis","Cuculiformes","Cuculidae","LC","Centropus viridis","Cuculiformes","Cuculidae",22684240,"Match by ID"
22684243,"Centropus toulou","Cuculiformes","Cuculidae","LC","Centropus toulou","Cuculiformes","Cuculidae",22684243,"Match by ID"
22684249,"Centropus grillii","Cuculiformes","Cuculidae","LC","Centropus grillii","Cuculiformes","Cuculidae",22684249,"Match by ID"
22684254,"Centropus bengalensis","Cuculiformes","Cuculidae","LC","Centropus bengalensis","Cuculiformes","Cuculidae",22684254,"Match by ID"
22684257,"Centropus chlororhynchos","Cuculiformes","Cuculidae","VU","Centropus chlororhynchos","Cuculiformes","Cuculidae",22684257,"Match by ID"
22684260,"Centropus leucogaster","Cuculiformes","Cuculidae","LC","Centropus leucogaster","Cuculiformes","Cuculidae",22684260,"Match by ID"
22684266,"Centropus anselli","Cuculiformes","Cuculidae","LC","Centropus anselli","Cuculiformes","Cuculidae",22684266,"Match by ID"
22684276,"Centropus monachus","Cuculiformes","Cuculidae","LC","Centropus monachus","Cuculiformes","Cuculidae",22684276,"Match by ID"
22684280,"Centropus cupreicaudus","Cuculiformes","Cuculidae","LC","Centropus cupreicaudus","Cuculiformes","Cuculidae",22684280,"Match by ID"
22684284,"Centropus senegalensis","Cuculiformes","Cuculidae","LC","Centropus senegalensis","Cuculiformes","Cuculidae",22684284,"Match by ID"
22684288,"Centropus superciliosus","Cuculiformes","Cuculidae","LC","Centropus superciliosus","Cuculiformes","Cuculidae",22684288,"Match by ID"
22684300,"Centropus melanops","Cuculiformes","Cuculidae","LC","Centropus melanops","Cuculiformes","Cuculidae",22684300,"Match by ID"
22684303,"Centropus celebensis","Cuculiformes","Cuculidae","LC","Centropus celebensis","Cuculiformes","Cuculidae",22684303,"Match by ID"
22684306,"Centropus unirufus","Cuculiformes","Cuculidae","NT","Centropus unirufus","Cuculiformes","Cuculidae",22684306,"Match by ID"
22684309,"Coccycua pumila","Cuculiformes","Cuculidae","LC","Coccycua pumila","Cuculiformes","Cuculidae",22684309,"Match by ID"
22684318,"Coccycua cinerea","Cuculiformes","Cuculidae","LC","Coccycua cinerea","Cuculiformes","Cuculidae",22684318,"Match by ID"
22684328,"Coccyzus erythropthalmus","Cuculiformes","Cuculidae","LC","Coccyzus erythropthalmus","Cuculiformes","Cuculidae",22684328,"Match by ID"
22684331,"Coccyzus americanus","Cuculiformes","Cuculidae","LC","Coccyzus americanus","Cuculiformes","Cuculidae",22684331,"Match by ID"
22684334,"Coccyzus euleri","Cuculiformes","Cuculidae","LC","Coccyzus euleri","Cuculiformes","Cuculidae",22684334,"Match by ID"
22684337,"Coccyzus minor","Cuculiformes","Cuculidae","LC","Coccyzus minor","Cuculiformes","Cuculidae",22684337,"Match by ID"
22684340,"Coccyzus ferrugineus","Cuculiformes","Cuculidae","VU","Coccyzus ferrugineus","Cuculiformes","Cuculidae",22684340,"Match by ID"
22684343,"Coccyzus melacoryphus","Cuculiformes","Cuculidae","LC","Coccyzus melacoryphus","Cuculiformes","Cuculidae",22684343,"Match by ID"
22684346,"Coccyzus lansbergi","Cuculiformes","Cuculidae","LC","Coccyzus lansbergi","Cuculiformes","Cuculidae",22684346,"Match by ID"
22684350,"Coccyzus pluvialis","Cuculiformes","Cuculidae","LC","Coccyzus pluvialis","Cuculiformes","Cuculidae",22684350,"Match by ID"
22684360,"Coccyzus rufigularis","Cuculiformes","Cuculidae","EN","Coccyzus rufigularis","Cuculiformes","Cuculidae",22684360,"Match by ID"
22684376,"Piaya melanogaster","Cuculiformes","Cuculidae","LC","Piaya melanogaster","Cuculiformes","Cuculidae",22684376,"Match by ID"
22684379,"Coccycua minuta","Cuculiformes","Cuculidae","LC","Coccycua minuta","Cuculiformes","Cuculidae",22684379,"Match by ID"
22684399,"Coccyzus vetula","Cuculiformes","Cuculidae","LC","Coccyzus vetula","Cuculiformes","Cuculidae",22684399,"Match by ID"
22684408,"Coccyzus longirostris","Cuculiformes","Cuculidae","LC","Coccyzus longirostris","Cuculiformes","Cuculidae",22684408,"Match by ID"
22684417,"Coccyzus vieilloti","Cuculiformes","Cuculidae","LC","Coccyzus vieilloti","Cuculiformes","Cuculidae",22684417,"Match by ID"
22684428,"Opisthocomus hoazin","Opisthocomiformes","Opisthocomidae","LC","Opisthocomus hoazin","Opisthocomiformes","Opisthocomidae",22684428,"Match by ID"
22684431,"Crotophaga major","Cuculiformes","Cuculidae","LC","Crotophaga major","Cuculiformes","Cuculidae",22684431,"Match by ID"
22684434,"Crotophaga ani","Cuculiformes","Cuculidae","LC","Crotophaga ani","Cuculiformes","Cuculidae",22684434,"Match by ID"
22684438,"Crotophaga sulcirostris","Cuculiformes","Cuculidae","LC","Crotophaga sulcirostris","Cuculiformes","Cuculidae",22684438,"Match by ID"
22684441,"Guira guira","Cuculiformes","Cuculidae","LC","Guira guira","Cuculiformes","Cuculidae",22684441,"Match by ID"
22684444,"Tapera naevia","Cuculiformes","Cuculidae","LC","Tapera naevia","Cuculiformes","Cuculidae",22684444,"Match by ID"
22684447,"Morococcyx erythropygus","Cuculiformes","Cuculidae","LC","Morococcyx erythropygus","Cuculiformes","Cuculidae",22684447,"Match by ID"
22684452,"Dromococcyx phasianellus","Cuculiformes","Cuculidae","LC","Dromococcyx phasianellus","Cuculiformes","Cuculidae",22684452,"Match by ID"
22684455,"Dromococcyx pavoninus","Cuculiformes","Cuculidae","LC","Dromococcyx pavoninus","Cuculiformes","Cuculidae",22684455,"Match by ID"
22684458,"Geococcyx californianus","Cuculiformes","Cuculidae","LC","Geococcyx californianus","Cuculiformes","Cuculidae",22684458,"Match by ID"
22684461,"Geococcyx velox","Cuculiformes","Cuculidae","LC","Geococcyx velox","Cuculiformes","Cuculidae",22684461,"Match by ID"
22684473,"Neomorphus radiolosus","Cuculiformes","Cuculidae","EN","Neomorphus radiolosus","Cuculiformes","Cuculidae",22684473,"Match by ID"
22684478,"Neomorphus rufipennis","Cuculiformes","Cuculidae","LC","Neomorphus rufipennis","Cuculiformes","Cuculidae",22684478,"Match by ID"
22684483,"Neomorphus pucheranii","Cuculiformes","Cuculidae","LC","Neomorphus pucheranii","Cuculiformes","Cuculidae",22684483,"Match by ID"
22684488,"Chalcopsitta atra","Psittaciformes","Psittacidae","LC","Chalcopsitta atra","Psittaciformes","Psittacidae",22684488,"Match by ID"
22684491,"Chalcopsitta duivenbodei","Psittaciformes","Psittacidae","LC","Chalcopsitta duivenbodei","Psittaciformes","Psittacidae",22684491,"Match by ID"
22684494,"Chalcopsitta scintillata","Psittaciformes","Psittacidae","LC","Chalcopsitta scintillata","Psittaciformes","Psittacidae",22684494,"Match by ID"
22684499,"Chalcopsitta cardinalis","Psittaciformes","Psittacidae","LC","Chalcopsitta cardinalis","Psittaciformes","Psittacidae",22684499,"Match by ID"
22684502,"Eos histrio","Psittaciformes","Psittacidae","EN","Eos histrio","Psittaciformes","Psittacidae",22684502,"Match by ID"
22684506,"Eos squamata","Psittaciformes","Psittacidae","LC","Eos squamata","Psittaciformes","Psittacidae",22684506,"Match by ID"
22684509,"Eos bornea","Psittaciformes","Psittacidae","LC","Eos bornea","Psittaciformes","Psittacidae",22684509,"Match by ID"
22684515,"Eos reticulata","Psittaciformes","Psittacidae","NT","Eos reticulata","Psittaciformes","Psittacidae",22684515,"Match by ID"
22684519,"Eos cyanogenia","Psittaciformes","Psittacidae","NT","Eos cyanogenia","Psittaciformes","Psittacidae",22684519,"Match by ID"
22684524,"Eos semilarvata","Psittaciformes","Psittacidae","NT","Eos semilarvata","Psittaciformes","Psittacidae",22684524,"Match by ID"
22684528,"Pseudeos fuscata","Psittaciformes","Psittacidae","LC","Pseudeos fuscata","Psittaciformes","Psittacidae",22684528,"Match by ID"
22684531,"Trichoglossus ornatus","Psittaciformes","Psittacidae","LC","Trichoglossus ornatus","Psittaciformes","Psittacidae",22684531,"Match by ID"
22684548,"Trichoglossus euteles","Psittaciformes","Psittacidae","LC","Trichoglossus euteles","Psittaciformes","Psittacidae",22684548,"Match by ID"
22684559,"Trichoglossus johnstoniae","Psittaciformes","Psittacidae","NT","Trichoglossus johnstoniae","Psittaciformes","Psittacidae",22684559,"Match by ID"
22684564,"Trichoglossus rubiginosus","Psittaciformes","Psittacidae","NT","Trichoglossus rubiginosus","Psittaciformes","Psittacidae",22684564,"Match by ID"
22684567,"Trichoglossus chlorolepidotus","Psittaciformes","Psittacidae","LC","Trichoglossus chlorolepidotus","Psittaciformes","Psittacidae",22684567,"Match by ID"
22684570,"Psitteuteles versicolor","Psittaciformes","Psittacidae","LC","Psitteuteles versicolor","Psittaciformes","Psittacidae",22684570,"Match by ID"
22684573,"Trichoglossus iris","Psittaciformes","Psittacidae","NT","Trichoglossus iris","Psittaciformes","Psittacidae",22684573,"Match by ID"
22684578,"Psitteuteles goldiei","Psittaciformes","Psittacidae","LC","Psitteuteles goldiei","Psittaciformes","Psittacidae",22684578,"Match by ID"
22684581,"Lorius garrulus","Psittaciformes","Psittacidae","VU","Lorius garrulus","Psittaciformes","Psittacidae",22684581,"Match by ID"
22684586,"Lorius domicella","Psittaciformes","Psittacidae","EN","Lorius domicella","Psittaciformes","Psittacidae",22684586,"Match by ID"
22684594,"Lorius lory","Psittaciformes","Psittacidae","LC","Lorius lory","Psittaciformes","Psittacidae",22684594,"Match by ID"
22684597,"Lorius hypoinochrous","Psittaciformes","Psittacidae","LC","Lorius hypoinochrous","Psittaciformes","Psittacidae",22684597,"Match by ID"
22684603,"Lorius albidinucha","Psittaciformes","Psittacidae","NT","Lorius albidinucha","Psittaciformes","Psittacidae",22684603,"Match by ID"
22684621,"Lorius chlorocercus","Psittaciformes","Psittacidae","LC","Lorius chlorocercus","Psittaciformes","Psittacidae",22684621,"Match by ID"
22684624,"Phigys solitarius","Psittaciformes","Psittacidae","LC","Phigys solitarius","Psittaciformes","Psittacidae",22684624,"Match by ID"
22684627,"Vini australis","Psittaciformes","Psittacidae","LC","Vini australis","Psittaciformes","Psittacidae",22684627,"Match by ID"
22684630,"Vini kuhlii","Psittaciformes","Psittacidae","EN","Vini kuhlii","Psittaciformes","Psittacidae",22684630,"Match by ID"
22684636,"Vini stepheni","Psittaciformes","Psittacidae","VU","Vini stepheni","Psittaciformes","Psittacidae",22684636,"Match by ID"
22684641,"Vini peruviana","Psittaciformes","Psittacidae","VU","Vini peruviana","Psittaciformes","Psittacidae",22684641,"Match by ID"
22684647,"Vini ultramarina","Psittaciformes","Psittacidae","CR","Vini ultramarina","Psittaciformes","Psittacidae",22684647,"Match by ID"
22684652,"Glossopsitta concinna","Psittaciformes","Psittacidae","LC","Glossopsitta concinna","Psittaciformes","Psittacidae",22684652,"Match by ID"
22684655,"Glossopsitta pusilla","Psittaciformes","Psittacidae","LC","Glossopsitta pusilla","Psittaciformes","Psittacidae",22684655,"Match by ID"
22684658,"Glossopsitta porphyrocephala","Psittaciformes","Psittacidae","LC","Glossopsitta porphyrocephala","Psittaciformes","Psittacidae",22684658,"Match by ID"
22684661,"Charmosyna palmarum","Psittaciformes","Psittacidae","VU","Charmosyna palmarum","Psittaciformes","Psittacidae",22684661,"Match by ID"
22684665,"Charmosyna rubrigularis","Psittaciformes","Psittacidae","LC","Charmosyna rubrigularis","Psittaciformes","Psittacidae",22684665,"Match by ID"
22684668,"Charmosyna meeki","Psittaciformes","Psittacidae","LC","Charmosyna meeki","Psittaciformes","Psittacidae",22684668,"Match by ID"
22684671,"Charmosyna toxopei","Psittaciformes","Psittacidae","CR","Charmosyna toxopei","Psittaciformes","Psittacidae",22684671,"Match by ID"
22684675,"Charmosyna multistriata","Psittaciformes","Psittacidae","LC","Charmosyna multistriata","Psittaciformes","Psittacidae",22684675,"Match by ID"
22684680,"Charmosyna wilhelminae","Psittaciformes","Psittacidae","LC","Charmosyna wilhelminae","Psittaciformes","Psittacidae",22684680,"Match by ID"
22684683,"Charmosyna rubronotata","Psittaciformes","Psittacidae","LC","Charmosyna rubronotata","Psittaciformes","Psittacidae",22684683,"Match by ID"
22684686,"Charmosyna placentis","Psittaciformes","Psittacidae","LC","Charmosyna placentis","Psittaciformes","Psittacidae",22684686,"Match by ID"
22684689,"Charmosyna diadema","Psittaciformes","Psittacidae","CR (PE)","Charmosyna diadema","Psittaciformes","Psittacidae",22684689,"Match by ID"
22684693,"Charmosyna amabilis","Psittaciformes","Psittacidae","CR","Charmosyna amabilis","Psittaciformes","Psittacidae",22684693,"Match by ID"
22684697,"Charmosyna margarethae","Psittaciformes","Psittacidae","LC","Charmosyna margarethae","Psittaciformes","Psittacidae",22684697,"Match by ID"
22684701,"Charmosyna pulchella","Psittaciformes","Psittacidae","LC","Charmosyna pulchella","Psittaciformes","Psittacidae",22684701,"Match by ID"
22684704,"Charmosyna josefinae","Psittaciformes","Psittacidae","LC","Charmosyna josefinae","Psittaciformes","Psittacidae",22684704,"Match by ID"
22684714,"Oreopsittacus arfaki","Psittaciformes","Psittacidae","LC","Oreopsittacus arfaki","Psittaciformes","Psittacidae",22684714,"Match by ID"
22684717,"Neopsittacus musschenbroekii","Psittaciformes","Psittacidae","LC","Neopsittacus musschenbroekii","Psittaciformes","Psittacidae",22684717,"Match by ID"
22684720,"Neopsittacus pullicauda","Psittaciformes","Psittacidae","LC","Neopsittacus pullicauda","Psittaciformes","Psittacidae",22684720,"Match by ID"
22684723,"Probosciger aterrimus","Psittaciformes","Cacatuidae","NT","Probosciger aterrimus","Psittaciformes","Cacatuidae",22684723,"Match by ID"
22684727,"Zanda baudinii","Psittaciformes","Cacatuidae","CR","Zanda baudinii","Psittaciformes","Cacatuidae",22684727,"Match by ID"
22684733,"Zanda latirostris","Psittaciformes","Cacatuidae","EN","Zanda latirostris","Psittaciformes","Cacatuidae",22684733,"Match by ID"
22684739,"Zanda funerea","Psittaciformes","Cacatuidae","LC","Zanda funerea","Psittaciformes","Cacatuidae",22684739,"Match by ID"
22684744,"Calyptorhynchus banksii","Psittaciformes","Cacatuidae","LC","Calyptorhynchus banksii","Psittaciformes","Cacatuidae",22684744,"Match by ID"
22684749,"Calyptorhynchus lathami","Psittaciformes","Cacatuidae","VU","Calyptorhynchus lathami","Psittaciformes","Cacatuidae",22684749,"Match by ID"
22684755,"Callocephalon fimbriatum","Psittaciformes","Cacatuidae","VU","Callocephalon fimbriatum","Psittaciformes","Cacatuidae",22684755,"Match by ID"
22684758,"Eolophus roseicapilla","Psittaciformes","Cacatuidae","LC","Eolophus roseicapilla","Psittaciformes","Cacatuidae",22684758,"Match by ID"
22684767,"Cacatua leadbeateri","Psittaciformes","Cacatuidae","LC","Cacatua leadbeateri","Psittaciformes","Cacatuidae",22684767,"Match by ID"
22684781,"Cacatua galerita","Psittaciformes","Cacatuidae","LC","Cacatua galerita","Psittaciformes","Cacatuidae",22684781,"Match by ID"
