"blife_id","blife_binomial","blife_order","blife_family","blife_iucn_status","ref_binomial","ref_order","ref_family","ref_id","method"
22678073,"Rhea americana","Struthioniformes","Rheidae","NT","Rhea americana","Struthioniformes","Rheidae",22678073,"Match by ID"
22678108,"Casuarius casuarius","Struthioniformes","Casuariidae","LC","Casuarius casuarius","Struthioniformes","Casuariidae",22678108,"Match by ID"
22678111,"Casuarius bennetti","Struthioniformes","Casuariidae","LC","Casuarius bennetti","Struthioniformes","Casuariidae",22678111,"Match by ID"
22678114,"Casuarius unappendiculatus","Struthioniformes","Casuariidae","LC","Casuarius unappendiculatus","Struthioniformes","Casuariidae",22678114,"Match by ID"
22678117,"Dromaius novaehollandiae","Struthioniformes","Casuariidae","LC","Dromaius novaehollandiae","Struthioniformes","Casuariidae",22678117,"Match by ID"
22678122,"Apteryx australis","Struthioniformes","Apterygidae","VU","Apteryx australis","Struthioniformes","Apterygidae",22678122,"Match by ID"
22678129,"Apteryx owenii","Struthioniformes","Apterygidae","NT","Apteryx owenii","Struthioniformes","Apterygidae",22678129,"Match by ID"
22678132,"Apteryx haastii","Struthioniformes","Apterygidae","VU","Apteryx haastii","Struthioniformes","Apterygidae",22678132,"Match by ID"
22678135,"Tinamus tao","Struthioniformes","Tinamidae","VU","Tinamus tao","Struthioniformes","Tinamidae",22678135,"Match by ID"
22678139,"Tinamus solitarius","Struthioniformes","Tinamidae","NT","Tinamus solitarius","Struthioniformes","Tinamidae",22678139,"Match by ID"
22678145,"Tinamus osgoodi","Struthioniformes","Tinamidae","VU","Tinamus osgoodi","Struthioniformes","Tinamidae",22678145,"Match by ID"
22678148,"Tinamus major","Struthioniformes","Tinamidae","LC","Tinamus major","Struthioniformes","Tinamidae",22678148,"Match by ID"
22678151,"Tinamus guttatus","Struthioniformes","Tinamidae","NT","Tinamus guttatus","Struthioniformes","Tinamidae",22678151,"Match by ID"
22678154,"Nothocercus bonapartei","Struthioniformes","Tinamidae","LC","Nothocercus bonapartei","Struthioniformes","Tinamidae",22678154,"Match by ID"
22678157,"Nothocercus julius","Struthioniformes","Tinamidae","LC","Nothocercus julius","Struthioniformes","Tinamidae",22678157,"Match by ID"
22678160,"Nothocercus nigrocapillus","Struthioniformes","Tinamidae","LC","Nothocercus nigrocapillus","Struthioniformes","Tinamidae",22678160,"Match by ID"
22678163,"Crypturellus berlepschi","Struthioniformes","Tinamidae","LC","Crypturellus berlepschi","Struthioniformes","Tinamidae",22678163,"Match by ID"
22678166,"Crypturellus cinereus","Struthioniformes","Tinamidae","LC","Crypturellus cinereus","Struthioniformes","Tinamidae",22678166,"Match by ID"
22678169,"Crypturellus soui","Struthioniformes","Tinamidae","LC","Crypturellus soui","Struthioniformes","Tinamidae",22678169,"Match by ID"
22678172,"Crypturellus ptaritepui","Struthioniformes","Tinamidae","LC","Crypturellus ptaritepui","Struthioniformes","Tinamidae",22678172,"Match by ID"
22678176,"Crypturellus obsoletus","Struthioniformes","Tinamidae","LC","Crypturellus obsoletus","Struthioniformes","Tinamidae",22678176,"Match by ID"
22678182,"Crypturellus undulatus","Struthioniformes","Tinamidae","LC","Crypturellus undulatus","Struthioniformes","Tinamidae",22678182,"Match by ID"
22678185,"Crypturellus transfasciatus","Struthioniformes","Tinamidae","NT","Crypturellus transfasciatus","Struthioniformes","Tinamidae",22678185,"Match by ID"
22678188,"Crypturellus strigulosus","Struthioniformes","Tinamidae","LC","Crypturellus strigulosus","Struthioniformes","Tinamidae",22678188,"Match by ID"
22678191,"Crypturellus boucardi","Struthioniformes","Tinamidae","VU","Crypturellus boucardi","Struthioniformes","Tinamidae",22678191,"Match by ID"
22678194,"Crypturellus kerriae","Struthioniformes","Tinamidae","NT","Crypturellus kerriae","Struthioniformes","Tinamidae",22678194,"Match by ID"
22678213,"Crypturellus duidae","Struthioniformes","Tinamidae","LC","Crypturellus duidae","Struthioniformes","Tinamidae",22678213,"Match by ID"
22678217,"Crypturellus noctivagus","Struthioniformes","Tinamidae","NT","Crypturellus noctivagus","Struthioniformes","Tinamidae",22678217,"Match by ID"
22678220,"Crypturellus atrocapillus","Struthioniformes","Tinamidae","LC","Crypturellus atrocapillus","Struthioniformes","Tinamidae",22678220,"Match by ID"
22678223,"Crypturellus variegatus","Struthioniformes","Tinamidae","LC","Crypturellus variegatus","Struthioniformes","Tinamidae",22678223,"Match by ID"
22678226,"Crypturellus brevirostris","Struthioniformes","Tinamidae","LC","Crypturellus brevirostris","Struthioniformes","Tinamidae",22678226,"Match by ID"
22678229,"Crypturellus bartletti","Struthioniformes","Tinamidae","LC","Crypturellus bartletti","Struthioniformes","Tinamidae",22678229,"Match by ID"
22678232,"Crypturellus parvirostris","Struthioniformes","Tinamidae","LC","Crypturellus parvirostris","Struthioniformes","Tinamidae",22678232,"Match by ID"
22678235,"Crypturellus casiquiare","Struthioniformes","Tinamidae","LC","Crypturellus casiquiare","Struthioniformes","Tinamidae",22678235,"Match by ID"
22678238,"Crypturellus tataupa","Struthioniformes","Tinamidae","LC","Crypturellus tataupa","Struthioniformes","Tinamidae",22678238,"Match by ID"
22678246,"Nothoprocta taczanowskii","Struthioniformes","Tinamidae","VU","Nothoprocta taczanowskii","Struthioniformes","Tinamidae",22678246,"Match by ID"
22678254,"Nothoprocta ornata","Struthioniformes","Tinamidae","LC","Nothoprocta ornata","Struthioniformes","Tinamidae",22678254,"Match by ID"
22678259,"Nothoprocta pentlandii","Struthioniformes","Tinamidae","LC","Nothoprocta pentlandii","Struthioniformes","Tinamidae",22678259,"Match by ID"
22678262,"Nothoprocta cinerascens","Struthioniformes","Tinamidae","LC","Nothoprocta cinerascens","Struthioniformes","Tinamidae",22678262,"Match by ID"
22678265,"Nothoprocta perdicaria","Struthioniformes","Tinamidae","LC","Nothoprocta perdicaria","Struthioniformes","Tinamidae",22678265,"Match by ID"
22678268,"Nothoprocta curvirostris","Struthioniformes","Tinamidae","LC","Nothoprocta curvirostris","Struthioniformes","Tinamidae",22678268,"Match by ID"
22678271,"Nothura darwinii","Struthioniformes","Tinamidae","LC","Nothura darwinii","Struthioniformes","Tinamidae",22678271,"Match by ID"
22678280,"Nothura minor","Struthioniformes","Tinamidae","VU","Nothura minor","Struthioniformes","Tinamidae",22678280,"Match by ID"
22678283,"Nothura boraquira","Struthioniformes","Tinamidae","LC","Nothura boraquira","Struthioniformes","Tinamidae",22678283,"Match by ID"
22678286,"Taoniscus nanus","Struthioniformes","Tinamidae","EN","Taoniscus nanus","Struthioniformes","Tinamidae",22678286,"Match by ID"
22678289,"Eudromia elegans","Struthioniformes","Tinamidae","LC","Eudromia elegans","Struthioniformes","Tinamidae",22678289,"Match by ID"
22678294,"Eudromia formosa","Struthioniformes","Tinamidae","LC","Eudromia formosa","Struthioniformes","Tinamidae",22678294,"Match by ID"
22678299,"Tinamotis pentlandii","Struthioniformes","Tinamidae","LC","Tinamotis pentlandii","Struthioniformes","Tinamidae",22678299,"Match by ID"
22678302,"Tinamotis ingoufi","Struthioniformes","Tinamidae","LC","Tinamotis ingoufi","Struthioniformes","Tinamidae",22678302,"Match by ID"
22678305,"Ortalis vetula","Galliformes","Cracidae","LC","Ortalis vetula","Galliformes","Cracidae",22678305,"Match by ID"
22678308,"Ortalis cinereiceps","Galliformes","Cracidae","LC","Ortalis cinereiceps","Galliformes","Cracidae",22678308,"Match by ID"
22678312,"Ortalis garrula","Galliformes","Cracidae","LC","Ortalis garrula","Galliformes","Cracidae",22678312,"Match by ID"
22678315,"Ortalis ruficauda","Galliformes","Cracidae","LC","Ortalis ruficauda","Galliformes","Cracidae",22678315,"Match by ID"
22678318,"Ortalis erythroptera","Galliformes","Cracidae","VU","Ortalis erythroptera","Galliformes","Cracidae",22678318,"Match by ID"
22678322,"Ortalis wagleri","Galliformes","Cracidae","LC","Ortalis wagleri","Galliformes","Cracidae",22678322,"Match by ID"
22678325,"Ortalis poliocephala","Galliformes","Cracidae","LC","Ortalis poliocephala","Galliformes","Cracidae",22678325,"Match by ID"
22678328,"Ortalis canicollis","Galliformes","Cracidae","LC","Ortalis canicollis","Galliformes","Cracidae",22678328,"Match by ID"
22678331,"Ortalis leucogastra","Galliformes","Cracidae","LC","Ortalis leucogastra","Galliformes","Cracidae",22678331,"Match by ID"
22678342,"Ortalis motmot","Galliformes","Cracidae","LC","Ortalis motmot","Galliformes","Cracidae",22678342,"Match by ID"
22678348,"Ortalis superciliaris","Galliformes","Cracidae","LC","Ortalis superciliaris","Galliformes","Cracidae",22678348,"Match by ID"
22678354,"Penelope argyrotis","Galliformes","Cracidae","LC","Penelope argyrotis","Galliformes","Cracidae",22678354,"Match by ID"
22678357,"Penelope barbata","Galliformes","Cracidae","NT","Penelope barbata","Galliformes","Cracidae",22678357,"Match by ID"
22678360,"Penelope ortoni","Galliformes","Cracidae","EN","Penelope ortoni","Galliformes","Cracidae",22678360,"Match by ID"
22678364,"Penelope montagnii","Galliformes","Cracidae","LC","Penelope montagnii","Galliformes","Cracidae",22678364,"Match by ID"
22678367,"Penelope marail","Galliformes","Cracidae","LC","Penelope marail","Galliformes","Cracidae",22678367,"Match by ID"
22678370,"Penelope superciliaris","Galliformes","Cracidae","NT","Penelope superciliaris","Galliformes","Cracidae",22678370,"Match by ID"
22678373,"Penelope dabbenei","Galliformes","Cracidae","LC","Penelope dabbenei","Galliformes","Cracidae",22678373,"Match by ID"
22678376,"Penelope purpurascens","Galliformes","Cracidae","NT","Penelope purpurascens","Galliformes","Cracidae",22678376,"Match by ID"
22678379,"Penelope perspicax","Galliformes","Cracidae","VU","Penelope perspicax","Galliformes","Cracidae",22678379,"Match by ID"
22678382,"Penelope albipennis","Galliformes","Cracidae","EN","Penelope albipennis","Galliformes","Cracidae",22678382,"Match by ID"
22678386,"Penelope jacquacu","Galliformes","Cracidae","LC","Penelope jacquacu","Galliformes","Cracidae",22678386,"Match by ID"
22678389,"Penelope obscura","Galliformes","Cracidae","LC","Penelope obscura","Galliformes","Cracidae",22678389,"Match by ID"
22678392,"Penelope pileata","Galliformes","Cracidae","VU","Penelope pileata","Galliformes","Cracidae",22678392,"Match by ID"
22678395,"Penelope ochrogaster","Galliformes","Cracidae","VU","Penelope ochrogaster","Galliformes","Cracidae",22678395,"Match by ID"
22678398,"Penelope jacucaca","Galliformes","Cracidae","VU","Penelope jacucaca","Galliformes","Cracidae",22678398,"Match by ID"
22678401,"Pipile pipile","Galliformes","Cracidae","CR","Pipile pipile","Galliformes","Cracidae",22678401,"Match by ID"
22678422,"Pipile cujubi","Galliformes","Cracidae","VU","Pipile cujubi","Galliformes","Cracidae",22678422,"Match by ID"
22678429,"Pipile jacutinga","Galliformes","Cracidae","EN","Pipile jacutinga","Galliformes","Cracidae",22678429,"Match by ID"
22678440,"Aburria aburri","Galliformes","Cracidae","LC","Aburria aburri","Galliformes","Cracidae",22678440,"Match by ID"
22678443,"Chamaepetes unicolor","Galliformes","Cracidae","LC","Chamaepetes unicolor","Galliformes","Cracidae",22678443,"Match by ID"
22678446,"Chamaepetes goudotii","Galliformes","Cracidae","LC","Chamaepetes goudotii","Galliformes","Cracidae",22678446,"Match by ID"
22678449,"Penelopina nigra","Galliformes","Cracidae","VU","Penelopina nigra","Galliformes","Cracidae",22678449,"Match by ID"
22678453,"Oreophasis derbianus","Galliformes","Cracidae","EN","Oreophasis derbianus","Galliformes","Cracidae",22678453,"Match by ID"
22678461,"Nothocrax urumutum","Galliformes","Cracidae","LC","Nothocrax urumutum","Galliformes","Cracidae",22678461,"Match by ID"
22678464,"Mitu tomentosum","Galliformes","Cracidae","LC","Mitu tomentosum","Galliformes","Cracidae",22678464,"Match by ID"
22678472,"Mitu salvini","Galliformes","Cracidae","LC","Mitu salvini","Galliformes","Cracidae",22678472,"Match by ID"
22678478,"Mitu tuberosum","Galliformes","Cracidae","NT","Mitu tuberosum","Galliformes","Cracidae",22678478,"Match by ID"
22678486,"Mitu mitu","Galliformes","Cracidae","EW","Mitu mitu","Galliformes","Cracidae",22678486,"Match by ID"
22678497,"Pauxi pauxi","Galliformes","Cracidae","VU","Pauxi pauxi","Galliformes","Cracidae",22678497,"Match by ID"
22678521,"Crax rubra","Galliformes","Cracidae","VU","Crax rubra","Galliformes","Cracidae",22678521,"Match by ID"
22678525,"Crax alberti","Galliformes","Cracidae","CR","Crax alberti","Galliformes","Cracidae",22678525,"Match by ID"
22678530,"Crax daubentoni","Galliformes","Cracidae","NT","Crax daubentoni","Galliformes","Cracidae",22678530,"Match by ID"
22678534,"Crax alector","Galliformes","Cracidae","LC","Crax alector","Galliformes","Cracidae",22678534,"Match by ID"
22678537,"Crax globulosa","Galliformes","Cracidae","EN","Crax globulosa","Galliformes","Cracidae",22678537,"Match by ID"
22678544,"Crax blumenbachii","Galliformes","Cracidae","EN","Crax blumenbachii","Galliformes","Cracidae",22678544,"Match by ID"
22678551,"Alectura lathami","Galliformes","Megapodiidae","LC","Alectura lathami","Galliformes","Megapodiidae",22678551,"Match by ID"
22678555,"Aepypodius arfakianus","Galliformes","Megapodiidae","LC","Aepypodius arfakianus","Galliformes","Megapodiidae",22678555,"Match by ID"
22678559,"Aepypodius bruijnii","Galliformes","Megapodiidae","EN","Aepypodius bruijnii","Galliformes","Megapodiidae",22678559,"Match by ID"
22678564,"Talegalla cuvieri","Galliformes","Megapodiidae","LC","Talegalla cuvieri","Galliformes","Megapodiidae",22678564,"Match by ID"
22678568,"Talegalla fuscirostris","Galliformes","Megapodiidae","LC","Talegalla fuscirostris","Galliformes","Megapodiidae",22678568,"Match by ID"
22678572,"Talegalla jobiensis","Galliformes","Megapodiidae","LC","Talegalla jobiensis","Galliformes","Megapodiidae",22678572,"Match by ID"
22678576,"Macrocephalon maleo","Galliformes","Megapodiidae","CR","Macrocephalon maleo","Galliformes","Megapodiidae",22678576,"Match by ID"
22678583,"Megapodius nicobariensis","Galliformes","Megapodiidae","VU","Megapodius nicobariensis","Galliformes","Megapodiidae",22678583,"Match by ID"
22678588,"Megapodius cumingii","Galliformes","Megapodiidae","LC","Megapodius cumingii","Galliformes","Megapodiidae",22678588,"Match by ID"
22678593,"Megapodius bernsteinii","Galliformes","Megapodiidae","VU","Megapodius bernsteinii","Galliformes","Megapodiidae",22678593,"Match by ID"
22678602,"Megapodius freycinet","Galliformes","Megapodiidae","LC","Megapodius freycinet","Galliformes","Megapodiidae",22678602,"Match by ID"
22678607,"Megapodius decollatus","Galliformes","Megapodiidae","LC","Megapodius decollatus","Galliformes","Megapodiidae",22678607,"Match by ID"
22678611,"Megapodius eremita","Galliformes","Megapodiidae","LC","Megapodius eremita","Galliformes","Megapodiidae",22678611,"Match by ID"
22678615,"Megapodius layardi","Galliformes","Megapodiidae","VU","Megapodius layardi","Galliformes","Megapodiidae",22678615,"Match by ID"
22678620,"Megapodius laperouse","Galliformes","Megapodiidae","NT","Megapodius laperouse","Galliformes","Megapodiidae",22678620,"Match by ID"
22678625,"Megapodius pritchardii","Galliformes","Megapodiidae","VU","Megapodius pritchardii","Galliformes","Megapodiidae",22678625,"Match by ID"
22678632,"Eulipoa wallacei","Galliformes","Megapodiidae","VU","Eulipoa wallacei","Galliformes","Megapodiidae",22678632,"Match by ID"
22678646,"Leipoa ocellata","Galliformes","Megapodiidae","VU","Leipoa ocellata","Galliformes","Megapodiidae",22678646,"Match by ID"
22678649,"Lerwa lerwa","Galliformes","Phasianidae","LC","Lerwa lerwa","Galliformes","Phasianidae",22678649,"Match by ID"
22678652,"Ammoperdix griseogularis","Galliformes","Phasianidae","LC","Ammoperdix griseogularis","Galliformes","Phasianidae",22678652,"Match by ID"
22678657,"Ammoperdix heyi","Galliformes","Phasianidae","LC","Ammoperdix heyi","Galliformes","Phasianidae",22678657,"Match by ID"
22678661,"Tetraogallus caucasicus","Galliformes","Phasianidae","LC","Tetraogallus caucasicus","Galliformes","Phasianidae",22678661,"Match by ID"
22678664,"Tetraogallus caspius","Galliformes","Phasianidae","LC","Tetraogallus caspius","Galliformes","Phasianidae",22678664,"Match by ID"
22678667,"Tetraogallus tibetanus","Galliformes","Phasianidae","LC","Tetraogallus tibetanus","Galliformes","Phasianidae",22678667,"Match by ID"
22678670,"Tetraogallus altaicus","Galliformes","Phasianidae","LC","Tetraogallus altaicus","Galliformes","Phasianidae",22678670,"Match by ID"
22678673,"Tetraogallus himalayensis","Galliformes","Phasianidae","LC","Tetraogallus himalayensis","Galliformes","Phasianidae",22678673,"Match by ID"
22678676,"Tetraophasis obscurus","Galliformes","Phasianidae","LC","Tetraophasis obscurus","Galliformes","Phasianidae",22678676,"Match by ID"
22678680,"Tetraophasis szechenyii","Galliformes","Phasianidae","LC","Tetraophasis szechenyii","Galliformes","Phasianidae",22678680,"Match by ID"
22678684,"Alectoris graeca","Galliformes","Phasianidae","NT","Alectoris graeca","Galliformes","Phasianidae",22678684,"Match by ID"
22678691,"Alectoris chukar","Galliformes","Phasianidae","LC","Alectoris chukar","Galliformes","Phasianidae",22678691,"Match by ID"
22678698,"Alectoris philbyi","Galliformes","Phasianidae","LC","Alectoris philbyi","Galliformes","Phasianidae",22678698,"Match by ID"
22678703,"Alectoris magna","Galliformes","Phasianidae","LC","Alectoris magna","Galliformes","Phasianidae",22678703,"Match by ID"
22678707,"Alectoris barbara","Galliformes","Phasianidae","LC","Alectoris barbara","Galliformes","Phasianidae",22678707,"Match by ID"
22678711,"Alectoris rufa","Galliformes","Phasianidae","NT","Alectoris rufa","Galliformes","Phasianidae",22678711,"Match by ID"
22678714,"Alectoris melanocephala","Galliformes","Phasianidae","LC","Alectoris melanocephala","Galliformes","Phasianidae",22678714,"Match by ID"
22678719,"Francolinus francolinus","Galliformes","Phasianidae","LC","Francolinus francolinus","Galliformes","Phasianidae",22678719,"Match by ID"
22678722,"Francolinus pictus","Galliformes","Phasianidae","LC","Francolinus pictus","Galliformes","Phasianidae",22678722,"Match by ID"
22678725,"Francolinus pintadeanus","Galliformes","Phasianidae","LC","Francolinus pintadeanus","Galliformes","Phasianidae",22678725,"Match by ID"
22678728,"Ortygornis pondicerianus","Galliformes","Phasianidae","LC","Francolinus pondicerianus","Galliformes","Phasianidae",22678728,"Match by ID"
22678733,"Ortygornis gularis","Galliformes","Phasianidae","VU","Francolinus gularis","Galliformes","Phasianidae",22678733,"Match by ID"
22678736,"Campocolinus coqui","Galliformes","Phasianidae","LC","Peliperdix coqui","Galliformes","Phasianidae",22678736,"Match by ID"
22678740,"Campocolinus albogularis","Galliformes","Phasianidae","LC","Peliperdix albogularis","Galliformes","Phasianidae",22678740,"Match by ID"
22678744,"Campocolinus schlegelii","Galliformes","Phasianidae","LC","Peliperdix schlegelii","Galliformes","Phasianidae",22678744,"Match by ID"
22678748,"Peliperdix lathami","Galliformes","Phasianidae","LC","Peliperdix lathami","Galliformes","Phasianidae",22678748,"Match by ID"
22678752,"Ortygornis sephaena","Galliformes","Phasianidae","LC","Dendroperdix sephaena","Galliformes","Phasianidae",22678752,"Match by ID"
22678756,"Scleroptila streptophora","Galliformes","Phasianidae","NT","Scleroptila streptophora","Galliformes","Phasianidae",22678756,"Match by ID"
22678760,"Scleroptila finschi","Galliformes","Phasianidae","LC","Scleroptila finschi","Galliformes","Phasianidae",22678760,"Match by ID"
22678764,"Scleroptila afra","Galliformes","Phasianidae","LC","Scleroptila afra","Galliformes","Phasianidae",22678764,"Match by ID"
22678769,"Scleroptila levaillantii","Galliformes","Phasianidae","LC","Scleroptila levaillantii","Galliformes","Phasianidae",22678769,"Match by ID"
22678790,"Scleroptila gutturalis","Galliformes","Phasianidae","LC","Scleroptila gutturalis","Galliformes","Phasianidae",22678790,"Match by ID"
22678795,"Ptilopachus nahani","Galliformes","Odontophoridae","VU","Ptilopachus nahani","Galliformes","Odontophoridae",22678795,"Match by ID"
22678799,"Pternistis hartlaubi","Galliformes","Phasianidae","LC","Pternistis hartlaubi","Galliformes","Phasianidae",22678799,"Match by ID"
22678803,"Pternistis bicalcaratus","Galliformes","Phasianidae","LC","Pternistis bicalcaratus","Galliformes","Phasianidae",22678803,"Match by ID"
22678807,"Pternistis clappertoni","Galliformes","Phasianidae","LC","Pternistis clappertoni","Galliformes","Phasianidae",22678807,"Match by ID"
22678811,"Pternistis icterorhynchus","Galliformes","Phasianidae","LC","Pternistis icterorhynchus","Galliformes","Phasianidae",22678811,"Match by ID"
22678815,"Pternistis harwoodi","Galliformes","Phasianidae","NT","Pternistis harwoodi","Galliformes","Phasianidae",22678815,"Match by ID"
22678819,"Pternistis adspersus","Galliformes","Phasianidae","LC","Pternistis adspersus","Galliformes","Phasianidae",22678819,"Match by ID"
22678823,"Pternistis capensis","Galliformes","Phasianidae","LC","Pternistis capensis","Galliformes","Phasianidae",22678823,"Match by ID"
22678827,"Pternistis hildebrandti","Galliformes","Phasianidae","LC","Pternistis hildebrandti","Galliformes","Phasianidae",22678827,"Match by ID"
22678831,"Pternistis natalensis","Galliformes","Phasianidae","LC","Pternistis natalensis","Galliformes","Phasianidae",22678831,"Match by ID"
22678835,"Pternistis ahantensis","Galliformes","Phasianidae","LC","Pternistis ahantensis","Galliformes","Phasianidae",22678835,"Match by ID"
22678839,"Pternistis squamatus","Galliformes","Phasianidae","LC","Pternistis squamatus","Galliformes","Phasianidae",22678839,"Match by ID"
22678843,"Pternistis griseostriatus","Galliformes","Phasianidae","LC","Pternistis griseostriatus","Galliformes","Phasianidae",22678843,"Match by ID"
22678847,"Pternistis leucoscepus","Galliformes","Phasianidae","LC","Pternistis leucoscepus","Galliformes","Phasianidae",22678847,"Match by ID"
22678851,"Pternistis rufopictus","Galliformes","Phasianidae","LC","Pternistis rufopictus","Galliformes","Phasianidae",22678851,"Match by ID"
22678855,"Pternistis afer","Galliformes","Phasianidae","LC","Pternistis afer","Galliformes","Phasianidae",22678855,"Match by ID"
22678860,"Pternistis swainsonii","Galliformes","Phasianidae","LC","Pternistis swainsonii","Galliformes","Phasianidae",22678860,"Match by ID"
22678865,"Pternistis erckelii","Galliformes","Phasianidae","LC","Pternistis erckelii","Galliformes","Phasianidae",22678865,"Match by ID"
22678869,"Pternistis ochropectus","Galliformes","Phasianidae","CR","Pternistis ochropectus","Galliformes","Phasianidae",22678869,"Match by ID"
22678883,"Pternistis nobilis","Galliformes","Phasianidae","LC","Pternistis nobilis","Galliformes","Phasianidae",22678883,"Match by ID"
22678887,"Pternistis jacksoni","Galliformes","Phasianidae","LC","Pternistis jacksoni","Galliformes","Phasianidae",22678887,"Match by ID"
22678891,"Pternistis camerunensis","Galliformes","Phasianidae","EN","Pternistis camerunensis","Galliformes","Phasianidae",22678891,"Match by ID"
22678896,"Pternistis swierstrai","Galliformes","Phasianidae","VU","Pternistis swierstrai","Galliformes","Phasianidae",22678896,"Match by ID"
22678901,"Xenoperdix udzungwensis","Galliformes","Phasianidae","EN","Xenoperdix udzungwensis","Galliformes","Phasianidae",22678901,"Match by ID"
22678911,"Perdix perdix","Galliformes","Phasianidae","LC","Perdix perdix","Galliformes","Phasianidae",22678911,"Match by ID"
22678916,"Perdix dauurica","Galliformes","Phasianidae","LC","Perdix dauurica","Galliformes","Phasianidae",22678916,"Match by ID"
22678919,"Perdix hodgsoniae","Galliformes","Phasianidae","LC","Perdix hodgsoniae","Galliformes","Phasianidae",22678919,"Match by ID"
22678927,"Margaroperdix madagarensis","Galliformes","Phasianidae","LC","Margaroperdix madagarensis","Galliformes","Phasianidae",22678927,"Match by ID"
22678934,"Melanoperdix niger","Galliformes","Phasianidae","VU","Melanoperdix niger","Galliformes","Phasianidae",22678934,"Match by ID"
22678944,"Coturnix coturnix","Galliformes","Phasianidae","LC","Coturnix coturnix","Galliformes","Phasianidae",22678944,"Match by ID"
22678949,"Coturnix japonica","Galliformes","Phasianidae","NT","Coturnix japonica","Galliformes","Phasianidae",22678949,"Match by ID"
22678952,"Coturnix pectoralis","Galliformes","Phasianidae","LC","Coturnix pectoralis","Galliformes","Phasianidae",22678952,"Match by ID"
22678955,"Coturnix novaezelandiae","Galliformes","Phasianidae","EX","Coturnix novaezelandiae","Galliformes","Phasianidae",22678955,"Match by ID"
22678958,"Coturnix coromandelica","Galliformes","Phasianidae","LC","Coturnix coromandelica","Galliformes","Phasianidae",22678958,"Match by ID"
22678961,"Coturnix delegorguei","Galliformes","Phasianidae","LC","Coturnix delegorguei","Galliformes","Phasianidae",22678961,"Match by ID"
22678965,"Synoicus ypsilophorus","Galliformes","Phasianidae","LC","Synoicus ypsilophorus","Galliformes","Phasianidae",22678965,"Match by ID"
22678971,"Synoicus adansonii","Galliformes","Phasianidae","LC","Synoicus adansonii","Galliformes","Phasianidae",22678971,"Match by ID"
22678979,"Synoicus chinensis","Galliformes","Phasianidae","LC","Synoicus chinensis","Galliformes","Phasianidae",22678979,"Match by ID"
22678993,"Anurophasis monorthonyx","Galliformes","Phasianidae","LC","Anurophasis monorthonyx","Galliformes","Phasianidae",22678993,"Match by ID"
22678997,"Perdicula asiatica","Galliformes","Phasianidae","LC","Perdicula asiatica","Galliformes","Phasianidae",22678997,"Match by ID"
22679002,"Perdicula argoondah","Galliformes","Phasianidae","LC","Perdicula argoondah","Galliformes","Phasianidae",22679002,"Match by ID"
22679007,"Perdicula erythrorhyncha","Galliformes","Phasianidae","LC","Perdicula erythrorhyncha","Galliformes","Phasianidae",22679007,"Match by ID"
22679012,"Perdicula manipurensis","Galliformes","Phasianidae","EN","Perdicula manipurensis","Galliformes","Phasianidae",22679012,"Match by ID"
22679017,"Arborophila torqueola","Galliformes","Phasianidae","LC","Arborophila torqueola","Galliformes","Phasianidae",22679017,"Match by ID"
22679020,"Arborophila rufogularis","Galliformes","Phasianidae","LC","Arborophila rufogularis","Galliformes","Phasianidae",22679020,"Match by ID"
22679023,"Arborophila atrogularis","Galliformes","Phasianidae","LC","Arborophila atrogularis","Galliformes","Phasianidae",22679023,"Match by ID"
22679026,"Arborophila crudigularis","Galliformes","Phasianidae","LC","Arborophila crudigularis","Galliformes","Phasianidae",22679026,"Match by ID"
22679029,"Arborophila mandellii","Galliformes","Phasianidae","NT","Arborophila mandellii","Galliformes","Phasianidae",22679029,"Match by ID"
22679032,"Arborophila brunneopectus","Galliformes","Phasianidae","LC","Arborophila brunneopectus","Galliformes","Phasianidae",22679032,"Match by ID"
22679035,"Arborophila rufipectus","Galliformes","Phasianidae","EN","Arborophila rufipectus","Galliformes","Phasianidae",22679035,"Match by ID"
22679038,"Arborophila orientalis","Galliformes","Phasianidae","VU","Arborophila orientalis","Galliformes","Phasianidae",22679038,"Match by ID"
22679044,"Arborophila javanica","Galliformes","Phasianidae","LC","Arborophila javanica","Galliformes","Phasianidae",22679044,"Match by ID"
22679047,"Arborophila hyperythra","Galliformes","Phasianidae","LC","Arborophila hyperythra","Galliformes","Phasianidae",22679047,"Match by ID"
22679050,"Arborophila gingica","Galliformes","Phasianidae","NT","Arborophila gingica","Galliformes","Phasianidae",22679050,"Match by ID"
22679054,"Arborophila davidi","Galliformes","Phasianidae","NT","Arborophila davidi","Galliformes","Phasianidae",22679054,"Match by ID"
22679057,"Arborophila cambodiana","Galliformes","Phasianidae","LC","Arborophila cambodiana","Galliformes","Phasianidae",22679057,"Match by ID"
22679060,"Arborophila rubrirostris","Galliformes","Phasianidae","LC","Arborophila rubrirostris","Galliformes","Phasianidae",22679060,"Match by ID"
22679063,"Arborophila ardens","Galliformes","Phasianidae","VU","Arborophila ardens","Galliformes","Phasianidae",22679063,"Match by ID"
22679094,"Caloperdix oculeus","Galliformes","Phasianidae","NT","Caloperdix oculeus","Galliformes","Phasianidae",22679094,"Match by ID"
22679103,"Haematortyx sanguiniceps","Galliformes","Phasianidae","LC","Haematortyx sanguiniceps","Galliformes","Phasianidae",22679103,"Match by ID"
