"ref_binomial";"ref_id";"ref_kingdom";"ref_phylum";"ref_class";"ref_order";"ref_family";"ref_genus"
"Apus pallidus";"22686815";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Apus"
"Aquila fasciata";"22696076";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Aquila"
"Aquila heliaca";"22696048";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Aquila"
"Ardea alba";"22697043";"Animalia";"Chordata";"Aves";"Pelecaniformes";"Ardeidae";"Ardea"
"Ardenna carneipes";"22698188";"Animalia";"Chordata";"Aves";"Procellariiformes";"Procellariidae";"Ardenna"
"Athene noctua";"22689328";"Animalia";"Chordata";"Aves";"Strigiformes";"Strigidae";"Athene"
"Scolopax rusticola";"22693052";"Animalia";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Scolopax"
"Bubo africanus";"61741628";"Animalia";"Chordata";"Aves";"Strigiformes";"Strigidae";"Bubo"
"Bubo ascalaphus";"22688938";"Animalia";"Chordata";"Aves";"Strigiformes";"Strigidae";"Bubo"
"Sternula albifrons";"22694656";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Sternula"
"Bubulcus ibis";"22697109";"Animalia";"Chordata";"Aves";"Pelecaniformes";"Ardeidae";"Bubulcus"
"Sternula saundersi";"22694666";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Sternula"
"Calidris alpina";"22693427";"Animalia";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Calidris"
"Calidris falcinellus";"22693464";"Animalia";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Calidris"
"Calidris tenuirostris";"22693359";"Animalia";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Calidris"
"Caprimulgus aegyptius";"22689902";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Caprimulgidae";"Caprimulgus"
"Charadrius alexandrinus";"22727487";"Animalia";"Chordata";"Aves";"Charadriiformes";"Charadriidae";"Charadrius"
"Charadrius dubius";"22693770";"Animalia";"Chordata";"Aves";"Charadriiformes";"Charadriidae";"Charadrius"
"Charadrius hiaticula";"22693759";"Animalia";"Chordata";"Aves";"Charadriiformes";"Charadriidae";"Charadrius"
"Chlidonias niger";"22694787";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Chlidonias"
"Columba livia";"22690066";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Columba"
"Cuculus canorus";"22683873";"Animalia";"Chordata";"Aves";"Cuculiformes";"Cuculidae";"Cuculus"
"Dromas ardeola";"22694081";"Animalia";"Chordata";"Aves";"Charadriiformes";"Dromadidae";"Dromas"
"Gallinago gallinago";"22693097";"Animalia";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Gallinago"
"Xenus cinereus";"22693251";"Animalia";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Xenus"
"Gallinula chloropus";"62120190";"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Gallinula"
"Hydroprogne caspia";"22694524";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Hydroprogne"
"Ixobrychus minutus";"22735766";"Animalia";"Chordata";"Aves";"Pelecaniformes";"Ardeidae";"Ixobrychus"
"Egretta picata";"22697037";"Animalia";"Chordata";"Aves";"Pelecaniformes";"Ardeidae";"Egretta"
"Merops apiaster";"22683756";"Animalia";"Chordata";"Aves";"Coraciiformes";"Meropidae";"Merops"
"Merops cyanophrys";"22725894";"Animalia";"Chordata";"Aves";"Coraciiformes";"Meropidae";"Merops"
"Merops persicus";"22683740";"Animalia";"Chordata";"Aves";"Coraciiformes";"Meropidae";"Merops"
"Nycticorax nycticorax";"22697211";"Animalia";"Chordata";"Aves";"Pelecaniformes";"Ardeidae";"Nycticorax"
"Oena capensis";"22690645";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Oena"
"Phalacrocorax carbo";"22696792";"Animalia";"Chordata";"Aves";"Suliformes";"Phalacrocoracidae";"Phalacrocorax"
"Phalacrocorax nigrogularis";"22696802";"Animalia";"Chordata";"Aves";"Suliformes";"Phalacrocoracidae";"Phalacrocorax"
"Phalaropus lobatus";"22693490";"Animalia";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Phalaropus"
"Phoenicopterus roseus";"22697360";"Animalia";"Chordata";"Aves";"Phoenicopteriformes";"Phoenicopteridae";"Phoenicopterus"
"Plegadis falcinellus";"22697422";"Animalia";"Chordata";"Aves";"Pelecaniformes";"Threskiornithidae";"Plegadis"
"Pluvialis fulva";"22693735";"Animalia";"Chordata";"Aves";"Charadriiformes";"Charadriidae";"Pluvialis"
"Porphyrio porphyrio";"22692792";"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Porphyrio"
"Puffinus persicus";"22698267";"Animalia";"Chordata";"Aves";"Procellariiformes";"Procellariidae";"Puffinus"
"Rallus aquaticus";"22725141";"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Rallus"
"Sterna hirundo";"22694623";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Sterna"
"Tachybaptus ruficollis";"22696545";"Animalia";"Chordata";"Aves";"Podicipediformes";"Podicipedidae";"Tachybaptus"
"Todiramphus chloris";"22683399";"Animalia";"Chordata";"Aves";"Coraciiformes";"Alcedinidae";"Todiramphus"
"Tyto alba";"22688504";"Animalia";"Chordata";"Aves";"Strigiformes";"Tytonidae";"Tyto"
"Vanellus gregarius";"22694053";"Animalia";"Chordata";"Aves";"Charadriiformes";"Charadriidae";"Vanellus"
"Hirundapus caudacutus";"22686677";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Hirundapus"
"Larus canus";"22694308";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Larus"
"Larus glaucoides";"22729877";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Larus"
"Larus smithsonianus";"62030590";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Larus"
"Microcarbo pygmaeus";"22696734";"Animalia";"Chordata";"Aves";"Suliformes";"Phalacrocoracidae";"Microcarbo"
"Pterocles alchata";"22692983";"Animalia";"Chordata";"Aves";"Pterocliformes";"Pteroclidae";"Pterocles"
"Rallus limicola";"22692479";"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Rallus"
"Rissa tridactyla";"22694497";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Rissa"
"Sterna striata";"22694607";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Sterna"
"Sterna vittata";"22694635";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Sterna"
"Sternula lorata";"22694685";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Sternula"
"Turnix nanus";"22725531";"Animalia";"Chordata";"Aves";"Charadriiformes";"Turnicidae";"Turnix"
"Urile pelagicus";"22728950";"Animalia";"Chordata";"Aves";"Suliformes";"Phalacrocoracidae";"Urile"
"Phaethornis major";"154797026";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Phaethornis"
"Pyrrhura chapmani";"155070829";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Pyrrhura"
"Eclectus roratus";"155072212";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Eclectus"
"Ortalis squamata";"155246763";"Animalia";"Chordata";"Aves";"Galliformes";"Cracidae";"Ortalis"
"Cypsiurus parvus";"155257123";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Cypsiurus"
"Cypsiurus gracilis";"155257132";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Cypsiurus"
"Pterodroma ultima";"22698039";"Animalia";"Chordata";"Aves";"Procellariiformes";"Procellariidae";"Pterodroma"
"Phaethon aethereus";"22696637";"Animalia";"Chordata";"Aves";"Phaethontiformes";"Phaethontidae";"Phaethon"
"Ortalis guttata";"155238855";"Animalia";"Chordata";"Aves";"Galliformes";"Cracidae";"Ortalis"
"Glaucidium mooreorum";"22733081";"Animalia";"Chordata";"Aves";"Strigiformes";"Strigidae";"Glaucidium"
"Glaucidium sanchezi";"22724465";"Animalia";"Chordata";"Aves";"Strigiformes";"Strigidae";"Glaucidium"
"Amazilia castaneiventris";"22687614";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Amazilia"
"Megapodius pritchardii";"22678625";"Animalia";"Chordata";"Aves";"Galliformes";"Megapodiidae";"Megapodius"
"Eos semilarvata";"22684524";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Eos"
"Loriculus flosculus";"22685428";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Loriculus"
"Megapodius tenimberensis";"22732420";"Animalia";"Chordata";"Aves";"Galliformes";"Megapodiidae";"Megapodius"
"Hydrobates hornbyi";"22698567";"Animalia";"Chordata";"Aves";"Procellariiformes";"Hydrobatidae";"Hydrobates"
"Vanellus macropterus";"22693962";"Animalia";"Chordata";"Aves";"Charadriiformes";"Charadriidae";"Vanellus"
"Hydrobates markhami";"22698543";"Animalia";"Chordata";"Aves";"Procellariiformes";"Hydrobatidae";"Hydrobates"
"Todiramphus albonotatus";"22683328";"Animalia";"Chordata";"Aves";"Coraciiformes";"Alcedinidae";"Todiramphus"
"Hypotaenidia owstoni";"22692441";"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Hypotaenidia"
"Charmosyna diadema";"22684689";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Charmosyna"
"Todiramphus tutus";"22683479";"Animalia";"Chordata";"Aves";"Coraciiformes";"Alcedinidae";"Todiramphus"
"Rhynochetos jubatus";"22692211";"Animalia";"Chordata";"Aves";"Eurypygiformes";"Rhynochetidae";"Rhynochetos"
"Didunculus strigirostris";"22691890";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Didunculus"
"Ptilinopus richardsii";"22691445";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Ptilinopus"
"Zenaida galapagoensis";"22690758";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Zenaida"
"Xema sabini";"22694479";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Xema"
"Spheniscus demersus";"22697810";"Animalia";"Chordata";"Aves";"Sphenisciformes";"Spheniscidae";"Spheniscus"
"Spheniscus magellanicus";"22697822";"Animalia";"Chordata";"Aves";"Sphenisciformes";"Spheniscidae";"Spheniscus"
"Anser caerulescens";"22679896";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anser"
"Aquila gurneyi";"22696056";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Aquila"
"Schoutedenapus myoptilus";"157470471";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Apodidae";"Schoutedenapus"
"Gypohierax angolensis";"22695170";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Gypohierax"
"Clamator glandarius";"22683819";"Animalia";"Chordata";"Aves";"Cuculiformes";"Cuculidae";"Clamator"
"Aptenodytes forsteri";"22697752";"Animalia";"Chordata";"Aves";"Sphenisciformes";"Spheniscidae";"Aptenodytes"
"Pygoscelis adeliae";"22697758";"Animalia";"Chordata";"Aves";"Sphenisciformes";"Spheniscidae";"Pygoscelis"
"Pygoscelis papua";"22697755";"Animalia";"Chordata";"Aves";"Sphenisciformes";"Spheniscidae";"Pygoscelis"
"Gyps fulvus";"22695219";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Gyps"
"Limosa haemastica";"22693154";"Animalia";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Limosa"
"Heliornis fulica";"22692192";"Animalia";"Chordata";"Aves";"Gruiformes";"Heliornithidae";"Heliornis"
"Burhinus bistriatus";"22693594";"Animalia";"Chordata";"Aves";"Charadriiformes";"Burhinidae";"Burhinus"
"Chamaepetes unicolor";"22678443";"Animalia";"Chordata";"Aves";"Galliformes";"Cracidae";"Chamaepetes"
"Geotrygon violacea";"22690962";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Geotrygon"
"Leptotila jamaicensis";"22690883";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Leptotila"
"Zentrygon costaricensis";"22690908";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Zentrygon"
"Zentrygon lawrencii";"22728963";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Zentrygon"
"Zentrygon albifacies";"22690932";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Zentrygon"
"Zentrygon chiriquensis";"22690936";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Zentrygon"
"Zenaida aurita";"22690750";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Zenaida"
"Lurocalis semitorquatus";"22689695";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Caprimulgidae";"Lurocalis"
"Nyctiphrynus mcleodii";"22689755";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Caprimulgidae";"Nyctiphrynus"
"Nyctiphrynus yucatanicus";"22689767";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Caprimulgidae";"Nyctiphrynus"
"Nyctiphrynus ocellatus";"22689773";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Caprimulgidae";"Nyctiphrynus"
"Antrostomus rufus";"22689781";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Caprimulgidae";"Antrostomus"
"Antrostomus salvini";"22689792";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Caprimulgidae";"Antrostomus"
"Antrostomus badius";"22689795";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Caprimulgidae";"Antrostomus"
"Antrostomus saturatus";"22689813";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Caprimulgidae";"Antrostomus"
"Hydropsalis cayennensis";"22689823";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Caprimulgidae";"Hydropsalis"
"Hydropsalis maculicaudus";"22689847";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Caprimulgidae";"Hydropsalis"
"Cathartes burrovianus";"22697630";"Animalia";"Chordata";"Aves";"Cathartiformes";"Cathartidae";"Cathartes"
"Micrastur mirandollei";"22696286";"Animalia";"Chordata";"Aves";"Falconiformes";"Falconidae";"Micrastur"
"Ibycter americanus";"22696229";"Animalia";"Chordata";"Aves";"Falconiformes";"Falconidae";"Ibycter"
"Milvago chimachima";"22696261";"Animalia";"Chordata";"Aves";"Falconiformes";"Falconidae";"Milvago"
"Capito maculicoronatus";"22681908";"Animalia";"Chordata";"Aves";"Piciformes";"Capitonidae";"Capito"
"Eubucco bourcierii";"22681939";"Animalia";"Chordata";"Aves";"Piciformes";"Capitonidae";"Eubucco"
"Brachygalba salmoni";"22682174";"Animalia";"Chordata";"Aves";"Piciformes";"Galbulidae";"Brachygalba"
"Galbula ruficauda";"22682200";"Animalia";"Chordata";"Aves";"Piciformes";"Galbulidae";"Galbula"
"Jacamerops aureus";"22682224";"Animalia";"Chordata";"Aves";"Piciformes";"Galbulidae";"Jacamerops"
"Chloroceryle amazona";"22683649";"Animalia";"Chordata";"Aves";"Coraciiformes";"Alcedinidae";"Chloroceryle"
"Chloroceryle inda";"22683655";"Animalia";"Chordata";"Aves";"Coraciiformes";"Alcedinidae";"Chloroceryle"
"Chloroceryle aenea";"22683658";"Animalia";"Chordata";"Aves";"Coraciiformes";"Alcedinidae";"Chloroceryle"
"Nyctibius grandis";"22689636";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Nyctibiidae";"Nyctibius"
"Nyctibius griseus";"22689646";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Nyctibiidae";"Nyctibius"
"Nyctibius jamaicensis";"22689642";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Nyctibiidae";"Nyctibius"
"Micropygia schomburgkii";"22692282";"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Micropygia"
"Laterallus ruber";"22692343";"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Laterallus"
"Laterallus exilis";"22692349";"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Laterallus"
"Amaurolimnas concolor";"22692601";"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Amaurolimnas"
"Jacana jacana";"22693553";"Animalia";"Chordata";"Aves";"Charadriiformes";"Jacanidae";"Jacana"
"Puffinus subalaris";"22733979";"Animalia";"Chordata";"Aves";"Procellariiformes";"Procellariidae";"Puffinus"
"Mesembrinibis cayennensis";"22697460";"Animalia";"Chordata";"Aves";"Pelecaniformes";"Threskiornithidae";"Mesembrinibis"
"Vanellus chilensis";"22694075";"Animalia";"Chordata";"Aves";"Charadriiformes";"Charadriidae";"Vanellus"
"Charadrius collaris";"22693842";"Animalia";"Chordata";"Aves";"Charadriiformes";"Charadriidae";"Charadrius"
"Jabiru mycteria";"22697710";"Animalia";"Chordata";"Aves";"Ciconiiformes";"Ciconiidae";"Jabiru"
"Eurypyga helias";"22691893";"Animalia";"Chordata";"Aves";"Eurypygiformes";"Eurypygidae";"Eurypyga"
"Sula granti";"22728990";"Animalia";"Chordata";"Aves";"Suliformes";"Sulidae";"Sula"
"Momotus mexicanus";"22683001";"Animalia";"Chordata";"Aves";"Coraciiformes";"Momotidae";"Momotus"
"Momotus coeruliceps";"61634591";"Animalia";"Chordata";"Aves";"Coraciiformes";"Momotidae";"Momotus"
"Momotus lessonii";"61634649";"Animalia";"Chordata";"Aves";"Coraciiformes";"Momotidae";"Momotus"
"Momotus subrufescens";"61634657";"Animalia";"Chordata";"Aves";"Coraciiformes";"Momotidae";"Momotus"
"Baryphthengus martii";"22682995";"Animalia";"Chordata";"Aves";"Coraciiformes";"Momotidae";"Baryphthengus"
"Electron platyrhynchum";"22682986";"Animalia";"Chordata";"Aves";"Coraciiformes";"Momotidae";"Electron"
"Eumomota superciliosa";"22682992";"Animalia";"Chordata";"Aves";"Coraciiformes";"Momotidae";"Eumomota"
"Fregata minor";"22697733";"Animalia";"Chordata";"Aves";"Suliformes";"Fregatidae";"Fregata"
"Crypturellus cinnamomeus";"61214753";"Animalia";"Chordata";"Aves";"Struthioniformes";"Tinamidae";"Crypturellus"
"Crypturellus occidentalis";"61214775";"Animalia";"Chordata";"Aves";"Struthioniformes";"Tinamidae";"Crypturellus"
"Eupsittula pertinax";"22685745";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Eupsittula"
"Ara chloropterus";"22685566";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Ara"
"Forpus conspicillatus";"22685937";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Forpus"
"Pionus menstruus";"45429607";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Pionus"
"Pyrrhura emma";"45421217";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Pyrrhura"
"Botaurus pinnatus";"22697343";"Animalia";"Chordata";"Aves";"Pelecaniformes";"Ardeidae";"Botaurus"
"Ardea cocoi";"22697001";"Animalia";"Chordata";"Aves";"Pelecaniformes";"Ardeidae";"Ardea"
"Pilherodius pileatus";"22696987";"Animalia";"Chordata";"Aves";"Pelecaniformes";"Ardeidae";"Pilherodius"
"Coccycua minuta";"22684379";"Animalia";"Chordata";"Aves";"Cuculiformes";"Cuculidae";"Coccycua"
"Piaya cayana";"61418830";"Animalia";"Chordata";"Aves";"Cuculiformes";"Cuculidae";"Piaya"
"Piaya mexicana";"61419028";"Animalia";"Chordata";"Aves";"Cuculiformes";"Cuculidae";"Piaya"
"Tapera naevia";"22684444";"Animalia";"Chordata";"Aves";"Cuculiformes";"Cuculidae";"Tapera"
"Dromococcyx phasianellus";"22684452";"Animalia";"Chordata";"Aves";"Cuculiformes";"Cuculidae";"Dromococcyx"
"Geococcyx velox";"22684461";"Animalia";"Chordata";"Aves";"Cuculiformes";"Cuculidae";"Geococcyx"
"Crotophaga major";"22684431";"Animalia";"Chordata";"Aves";"Cuculiformes";"Cuculidae";"Crotophaga"
"Anous minutus";"22694799";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Anous"
"Phaethon lepturus";"22696645";"Animalia";"Chordata";"Aves";"Phaethontiformes";"Phaethontidae";"Phaethon"
"Phaethon rubricauda";"22696641";"Animalia";"Chordata";"Aves";"Phaethontiformes";"Phaethontidae";"Phaethon"
"Trogon melanurus";"22736251";"Animalia";"Chordata";"Aves";"Trogoniformes";"Trogonidae";"Trogon"
"Trogon chionurus";"22736244";"Animalia";"Chordata";"Aves";"Trogoniformes";"Trogonidae";"Trogon"
"Euptilotis neoxenus";"22682744";"Animalia";"Chordata";"Aves";"Trogoniformes";"Trogonidae";"Euptilotis"
"Paraclaravis mondetoura";"22690814";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Paraclaravis"
"Aramides albiventris";"154837304";"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Aramides"
"Aramides cajaneus";"154837348";"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Aramides"
"Florisuga mellivora";"22687097";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Florisuga"
"Glaucis aeneus";"22686903";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Glaucis"
"Glaucis hirsutus";"22686911";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Glaucis"
"Threnetes ruckeri";"22686925";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Threnetes"
"Phaethornis guy";"22686934";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Phaethornis"
"Phaethornis anthophilus";"22686955";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Phaethornis"
"Phaethornis striigularis";"22730147";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Phaethornis"
"Colibri delphinae";"22687106";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Colibri"
"Colibri thalassinus";"22687110";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Colibri"
"Anthracothorax prevostii";"22687125";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Anthracothorax"
"Anthracothorax nigricollis";"22687130";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Anthracothorax"
"Anthracothorax veraguensis";"22729026";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Anthracothorax"
"Lophornis delattrei";"22687208";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Lophornis"
"Lophornis adorabilis";"22687247";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Lophornis"
"Panterpe insignis";"22687408";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Panterpe"
"Heliomaster longirostris";"22688138";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Heliomaster"
"Heliomaster constantii";"22688135";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Heliomaster"
"Lampornis hemileucus";"22687680";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Lampornis"
"Lampornis calolaemus";"22729036";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Lampornis"
"Calliphlox bryantae";"22688153";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Calliphlox"
"Doricha enicura";"22688172";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Doricha"
"Calothorax pulcher";"22688189";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Calothorax"
"Selasphorus flammula";"22688302";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Selasphorus"
"Selasphorus scintilla";"22688305";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Selasphorus"
"Chlorostilbon auriceps";"22729031";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Chlorostilbon"
"Chlorostilbon forficatus";"22724454";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Chlorostilbon"
"Chlorostilbon canivetii";"22687304";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Chlorostilbon"
"Chlorostilbon assimilis";"22687310";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Chlorostilbon"
"Cynanthus sordidus";"22687368";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Cynanthus"
"Klais guimeti";"22687167";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Klais"
"Campylopterus cuvierii";"22687041";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Campylopterus"
"Campylopterus curvipennis";"22727993";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Campylopterus"
"Campylopterus hemileucurus";"22687075";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Campylopterus"
"Elvira chionura";"22687643";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Elvira"
"Elvira cupreiceps";"22687646";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Elvira"
"Chalybura buffonii";"22687652";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Chalybura"
"Amazilia amabilis";"22687552";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Amazilia"
"Amazilia decora";"22687556";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Amazilia"
"Amazilia cyanocephala";"22687577";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Amazilia"
"Amazilia beryllina";"22687583";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Amazilia"
"Amazilia cyanura";"22687587";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Amazilia"
"Amazilia saucerottei";"22687590";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Amazilia"
"Amazilia edward";"22687599";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Amazilia"
"Amazilia tzacatl";"22730168";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Amazilia"
"Amazilia rutila";"22687603";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Amazilia"
"Amazilia viridifrons";"61200240";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Amazilia"
"Amazilia wagneri";"61200304";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Amazilia"
"Amazilia coeruleogularis";"22687414";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Amazilia"
"Amazilia julie";"22687411";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Amazilia"
"Basilinna xantusii";"22687424";"Animalia";"Chordata";"Aves";"Caprimulgiformes";"Trochilidae";"Basilinna"
"Megascops seductus";"22724664";"Animalia";"Chordata";"Aves";"Strigiformes";"Strigidae";"Megascops"
"Megascops cooperi";"155658784";"Animalia";"Chordata";"Aves";"Strigiformes";"Strigidae";"Megascops"
"Megascops choliba";"22688774";"Animalia";"Chordata";"Aves";"Strigiformes";"Strigidae";"Megascops"
"Asio clamator";"22689522";"Animalia";"Chordata";"Aves";"Strigiformes";"Strigidae";"Asio"
