"ref_binomial";"ref_id";"ref_kingdom";"ref_phylum";"ref_class";"ref_order";"ref_family";"ref_genus"
"Sclerurus mexicanus";"22702962";"Animalia";"Chordata";"Aves";"Passeriformes";"Furnariidae";"Sclerurus"
"Formicarius analis";"103661243";"Animalia";"Chordata";"Aves";"Passeriformes";"Formicariidae";"Formicarius"
"Deconychura typica";"103661269";"Animalia";"Chordata";"Aves";"Passeriformes";"Furnariidae";"Deconychura"
"Dendrocolaptes sanctithomae";"103661292";"Animalia";"Chordata";"Aves";"Passeriformes";"Furnariidae";"Dendrocolaptes"
"Xenops genibarbis";"103670758";"Animalia";"Chordata";"Aves";"Passeriformes";"Furnariidae";"Xenops"
"Pseudocolaptes lawrencii";"22702746";"Animalia";"Chordata";"Aves";"Passeriformes";"Furnariidae";"Pseudocolaptes"
"Lepidocolaptes affinis";"103670723";"Animalia";"Chordata";"Aves";"Passeriformes";"Furnariidae";"Lepidocolaptes"
"Xiphorhynchus erythropygius";"103670271";"Animalia";"Chordata";"Aves";"Passeriformes";"Furnariidae";"Xiphorhynchus"
"Xiphorhynchus aequatorialis";"103670275";"Animalia";"Chordata";"Aves";"Passeriformes";"Furnariidae";"Xiphorhynchus"
"Hylopezus dives";"22729072";"Animalia";"Chordata";"Aves";"Passeriformes";"Grallariidae";"Hylopezus"
"Hylopezus perspicillatus";"22703339";"Animalia";"Chordata";"Aves";"Passeriformes";"Grallariidae";"Hylopezus"
"Grallaria guatimalensis";"22703249";"Animalia";"Chordata";"Aves";"Passeriformes";"Grallariidae";"Grallaria"
"Pittasoma michleri";"22703231";"Animalia";"Chordata";"Aves";"Passeriformes";"Conopophagidae";"Pittasoma"
"Cercomacroides tyrannina";"22701669";"Animalia";"Chordata";"Aves";"Passeriformes";"Thamnophilidae";"Cercomacroides"
"Myrmotherula pacifica";"22729067";"Animalia";"Chordata";"Aves";"Passeriformes";"Thamnophilidae";"Myrmotherula"
"Xenospiza baileyi";"22721153";"Animalia";"Chordata";"Aves";"Passeriformes";"Passerellidae";"Xenospiza"
"Phylloscopus inornatus";"22715310";"Animalia";"Chordata";"Aves";"Passeriformes";"Phylloscopidae";"Phylloscopus"
"Calamonastides bensoni";"103779336";"Animalia";"Chordata";"Aves";"Passeriformes";"Acrocephalidae";"Calamonastides"
"Vireo caribaeus";"22705203";"Animalia";"Chordata";"Aves";"Passeriformes";"Vireonidae";"Vireo"
"Acrocephalus aequinoctialis";"22714802";"Animalia";"Chordata";"Aves";"Passeriformes";"Acrocephalidae";"Acrocephalus"
"Passer zarudnyi";"22736027";"Animalia";"Chordata";"Aves";"Passeriformes";"Passeridae";"Passer"
"Zoothera machiki";"22708509";"Animalia";"Chordata";"Aves";"Passeriformes";"Turdidae";"Zoothera"
"Rhipidura opistherythra";"22706894";"Animalia";"Chordata";"Aves";"Passeriformes";"Rhipiduridae";"Rhipidura"
"Cyornis nicobaricus";"103761482";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Cyornis"
"Geokichla joiceyi";"22733672";"Animalia";"Chordata";"Aves";"Passeriformes";"Turdidae";"Geokichla"
"Geokichla schistacea";"22708342";"Animalia";"Chordata";"Aves";"Passeriformes";"Turdidae";"Geokichla"
"Horornis carolinae";"22714418";"Animalia";"Chordata";"Aves";"Passeriformes";"Scotocercidae";"Horornis"
"Tachycineta euchrysea";"22712086";"Animalia";"Chordata";"Aves";"Passeriformes";"Hirundinidae";"Tachycineta"
"Anthus spragueii";"22718591";"Animalia";"Chordata";"Aves";"Passeriformes";"Motacillidae";"Anthus"
"Phylloscopus hainanus";"22715363";"Animalia";"Chordata";"Aves";"Passeriformes";"Phylloscopidae";"Phylloscopus"
"Poodytes albolimbatus";"22715497";"Animalia";"Chordata";"Aves";"Passeriformes";"Locustellidae";"Poodytes"
"Sclerurus cearensis";"103661256";"Animalia";"Chordata";"Aves";"Passeriformes";"Furnariidae";"Sclerurus"
"Carduelis carduelis";"103764950";"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Carduelis"
"Limnoctites rectirostris";"22702652";"Animalia";"Chordata";"Aves";"Passeriformes";"Furnariidae";"Limnoctites"
"Pyrrhula waterstradti";"103838531";"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Pyrrhula"
"Scytalopus fuscus";"22729286";"Animalia";"Chordata";"Aves";"Passeriformes";"Rhinocryptidae";"Scytalopus"
"Thripophaga cherriei";"22702585";"Animalia";"Chordata";"Aves";"Passeriformes";"Furnariidae";"Thripophaga"
"Ploceus burnieri";"22718856";"Animalia";"Chordata";"Aves";"Passeriformes";"Ploceidae";"Ploceus"
"Megalurulus llaneae";"22715535";"Animalia";"Chordata";"Aves";"Passeriformes";"Locustellidae";"Megalurulus"
"Megalurulus grosvenori";"22715529";"Animalia";"Chordata";"Aves";"Passeriformes";"Locustellidae";"Megalurulus"
"Anthus roseatus";"22718564";"Animalia";"Chordata";"Aves";"Passeriformes";"Motacillidae";"Anthus"
"Geokichla citrina";"22708375";"Animalia";"Chordata";"Aves";"Passeriformes";"Turdidae";"Geokichla"
"Platylophus galericulatus";"22705602";"Animalia";"Chordata";"Aves";"Passeriformes";"Platylophidae";"Platylophus"
"Cyornis banyumas";"22735899";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Cyornis"
"Xanthopsar flavus";"22724673";"Animalia";"Chordata";"Aves";"Passeriformes";"Icteridae";"Xanthopsar"
"Piprites pileata";"22701205";"Animalia";"Chordata";"Aves";"Passeriformes";"Tyrannidae";"Piprites"
"Vireo atricapilla";"22705159";"Animalia";"Chordata";"Aves";"Passeriformes";"Vireonidae";"Vireo"
"Setophaga flavescens";"22724802";"Animalia";"Chordata";"Aves";"Passeriformes";"Parulidae";"Setophaga"
"Melamprosops phaeosoma";"22720863";"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Melamprosops"
"Psarocolius cassini";"22724010";"Animalia";"Chordata";"Aves";"Passeriformes";"Icteridae";"Psarocolius"
"Xenotriccus callizonus";"22699773";"Animalia";"Chordata";"Aves";"Passeriformes";"Tyrannidae";"Xenotriccus"
"Asthenes luizae";"22702514";"Animalia";"Chordata";"Aves";"Passeriformes";"Furnariidae";"Asthenes"
"Grallaricula lineifrons";"22703389";"Animalia";"Chordata";"Aves";"Passeriformes";"Grallariidae";"Grallaricula"
"Cyanolyca nanus";"22705672";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Cyanolyca"
"Hypocnemis cantator";"22735467";"Animalia";"Chordata";"Aves";"Passeriformes";"Thamnophilidae";"Hypocnemis"
"Vireo masteri";"22705146";"Animalia";"Chordata";"Aves";"Passeriformes";"Vireonidae";"Vireo"
"Myiopagis olallai";"22729451";"Animalia";"Chordata";"Aves";"Passeriformes";"Tyrannidae";"Myiopagis"
"Chlorochrysa nitidissima";"22722799";"Animalia";"Chordata";"Aves";"Passeriformes";"Thraupidae";"Chlorochrysa"
"Hylocichla mustelina";"22708670";"Animalia";"Chordata";"Aves";"Passeriformes";"Turdidae";"Hylocichla"
"Molothrus armenti";"22724722";"Animalia";"Chordata";"Aves";"Passeriformes";"Icteridae";"Molothrus"
"Cranioleuca henricae";"22724592";"Animalia";"Chordata";"Aves";"Passeriformes";"Furnariidae";"Cranioleuca"
"Tangara cabanisi";"22722812";"Animalia";"Chordata";"Aves";"Passeriformes";"Thraupidae";"Tangara"
"Pachyramphus spodiurus";"22700667";"Animalia";"Chordata";"Aves";"Passeriformes";"Tityridae";"Pachyramphus"
"Haemorhous cassinii";"22720560";"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Haemorhous"
"Dacnis viguieri";"22722994";"Animalia";"Chordata";"Aves";"Passeriformes";"Thraupidae";"Dacnis"
"Eremomela turneri";"22715064";"Animalia";"Chordata";"Aves";"Passeriformes";"Cisticolidae";"Eremomela"
"Acrocephalus longirostris";"22735588";"Animalia";"Chordata";"Aves";"Passeriformes";"Acrocephalidae";"Acrocephalus"
"Anthus pratensis";"22718556";"Animalia";"Chordata";"Aves";"Passeriformes";"Motacillidae";"Anthus"
"Motacilla citreola";"22718379";"Animalia";"Chordata";"Aves";"Passeriformes";"Motacillidae";"Motacilla"
"Oenanthe xanthoprymna";"22735267";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Oenanthe"
"Passer hispaniolensis";"22718179";"Animalia";"Chordata";"Aves";"Passeriformes";"Passeridae";"Passer"
"Oenanthe chrysopygia";"22734803";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Oenanthe"
"Emberiza sulphurata";"22720996";"Animalia";"Chordata";"Aves";"Passeriformes";"Emberizidae";"Emberiza"
"Pycnonotus taivanus";"22712646";"Animalia";"Chordata";"Aves";"Passeriformes";"Pycnonotidae";"Pycnonotus"
"Acrocephalus sorghophilus";"22714704";"Animalia";"Chordata";"Aves";"Passeriformes";"Acrocephalidae";"Acrocephalus"
"Motacilla tschutschensis";"103822471";"Animalia";"Chordata";"Aves";"Passeriformes";"Motacillidae";"Motacilla"
"Zoothera aurea";"155646620";"Animalia";"Chordata";"Aves";"Passeriformes";"Turdidae";"Zoothera"
"Turdus lherminieri";"22708544";"Animalia";"Chordata";"Aves";"Passeriformes";"Turdidae";"Turdus"
"Hemitriccus cinnamomeipectus";"22698949";"Animalia";"Chordata";"Aves";"Passeriformes";"Tyrannidae";"Hemitriccus"
"Poecile montanus";"155139697";"Animalia";"Chordata";"Aves";"Passeriformes";"Paridae";"Poecile"
"Poecile weigoldicus";"22735364";"Animalia";"Chordata";"Aves";"Passeriformes";"Paridae";"Poecile"
"Zosterops citrinella";"155164575";"Animalia";"Chordata";"Aves";"Passeriformes";"Zosteropidae";"Zosterops"
"Zosterops palpebrosus";"155155950";"Animalia";"Chordata";"Aves";"Passeriformes";"Zosteropidae";"Zosterops"
"Zosterops auriventer";"155156040";"Animalia";"Chordata";"Aves";"Passeriformes";"Zosteropidae";"Zosterops"
"Zosterops simplex";"155158152";"Animalia";"Chordata";"Aves";"Passeriformes";"Zosteropidae";"Zosterops"
"Malaconotus monteiri";"22707741";"Animalia";"Chordata";"Aves";"Passeriformes";"Malaconotidae";"Malaconotus"
"Zosterops everetti";"155179593";"Animalia";"Chordata";"Aves";"Passeriformes";"Zosteropidae";"Zosterops"
"Catharus maculatus";"155183519";"Animalia";"Chordata";"Aves";"Passeriformes";"Turdidae";"Catharus"
"Machaeropterus eckelberryi";"155190014";"Animalia";"Chordata";"Aves";"Passeriformes";"Pipridae";"Machaeropterus"
"Pycnonotus simplex";"155218901";"Animalia";"Chordata";"Aves";"Passeriformes";"Pycnonotidae";"Pycnonotus"
"Pycnonotus pseudosimplex";"155219571";"Animalia";"Chordata";"Aves";"Passeriformes";"Pycnonotidae";"Pycnonotus"
"Phylloscopus presbytes";"155223332";"Animalia";"Chordata";"Aves";"Passeriformes";"Phylloscopidae";"Phylloscopus"
"Phylloscopus rotiensis";"155224052";"Animalia";"Chordata";"Aves";"Passeriformes";"Phylloscopidae";"Phylloscopus"
"Myadestes lanaiensis";"22708574";"Animalia";"Chordata";"Aves";"Passeriformes";"Turdidae";"Myadestes"
"Acanthis flammea";"22725044";"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Acanthis"
"Calliope obscura";"22709717";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Calliope"
"Malurus lamberti";"155093173";"Animalia";"Chordata";"Aves";"Passeriformes";"Maluridae";"Malurus"
"Malurus assimilis";"155093185";"Animalia";"Chordata";"Aves";"Passeriformes";"Maluridae";"Malurus"
"Acrocephalus taiti";"22714839";"Animalia";"Chordata";"Aves";"Passeriformes";"Acrocephalidae";"Acrocephalus"
"Poospiza rufosuperciliaris";"22722239";"Animalia";"Chordata";"Aves";"Passeriformes";"Thraupidae";"Poospiza"
"Emberiza schoeniclus";"22721012";"Animalia";"Chordata";"Aves";"Passeriformes";"Emberizidae";"Emberiza"
"Fringilla coelebs";"22720030";"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Fringilla"
"Acrocephalus palustris";"22714741";"Animalia";"Chordata";"Aves";"Passeriformes";"Acrocephalidae";"Acrocephalus"
"Acrocephalus scirpaceus";"22714722";"Animalia";"Chordata";"Aves";"Passeriformes";"Acrocephalidae";"Acrocephalus"
"Anthus rubescens";"22718575";"Animalia";"Chordata";"Aves";"Passeriformes";"Motacillidae";"Anthus"
"Iduna pallida";"22734747";"Animalia";"Chordata";"Aves";"Passeriformes";"Acrocephalidae";"Iduna"
"Machaeropterus striolatus";"103676114";"Animalia";"Chordata";"Aves";"Passeriformes";"Pipridae";"Machaeropterus"
"Myiodynastes chrysocephalus";"131366585";"Animalia";"Chordata";"Aves";"Passeriformes";"Tyrannidae";"Myiodynastes"
"Neochmia evangelinae";"103817919";"Animalia";"Chordata";"Aves";"Passeriformes";"Estrildidae";"Neochmia"
"Calliope pectardens";"22709724";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Calliope"
"Acrocephalus stentoreus";"22714751";"Animalia";"Chordata";"Aves";"Passeriformes";"Acrocephalidae";"Acrocephalus"
"Alaudala rufescens";"104007058";"Animalia";"Chordata";"Aves";"Passeriformes";"Alaudidae";"Alaudala"
"Ammomanes cinctura";"22717236";"Animalia";"Chordata";"Aves";"Passeriformes";"Alaudidae";"Ammomanes"
"Anthus richardi";"103821389";"Animalia";"Chordata";"Aves";"Passeriformes";"Motacillidae";"Anthus"
"Anthus similis";"103821527";"Animalia";"Chordata";"Aves";"Passeriformes";"Motacillidae";"Anthus"
"Pomarea whitneyi";"22707192";"Animalia";"Chordata";"Aves";"Passeriformes";"Monarchidae";"Pomarea"
"Scytalopus rodriguezi";"22734661";"Animalia";"Chordata";"Aves";"Passeriformes";"Rhinocryptidae";"Scytalopus"
"Sporophila maximiliani";"22723537";"Animalia";"Chordata";"Aves";"Passeriformes";"Thraupidae";"Sporophila"
"Stachyris nonggangensis";"22735635";"Animalia";"Chordata";"Aves";"Passeriformes";"Timaliidae";"Stachyris"
"Bucanetes githagineus";"22720513";"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Bucanetes"
"Cercotrichas galactotes";"22709936";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Cercotrichas"
"Tichodroma muraria";"22711234";"Animalia";"Chordata";"Aves";"Passeriformes";"Sittidae";"Tichodroma"
"Cinnyris asiaticus";"22717855";"Animalia";"Chordata";"Aves";"Passeriformes";"Nectariniidae";"Cinnyris"
"Emberiza calandra";"22721020";"Animalia";"Chordata";"Aves";"Passeriformes";"Emberizidae";"Emberiza"
"Galerida cristata";"22717383";"Animalia";"Chordata";"Aves";"Passeriformes";"Alaudidae";"Galerida"
"Xenopirostris damii";"22708028";"Animalia";"Chordata";"Aves";"Passeriformes";"Vangidae";"Xenopirostris"
"Dessonornis caffer";"22709791";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Dessonornis"
"Zoothera margaretae";"22708523";"Animalia";"Chordata";"Aves";"Passeriformes";"Turdidae";"Zoothera"
"Gymnoris xanthocollis";"22718294";"Animalia";"Chordata";"Aves";"Passeriformes";"Passeridae";"Gymnoris"
"Hypocolius ampelinus";"22713263";"Animalia";"Chordata";"Aves";"Passeriformes";"Hypocoliidae";"Hypocolius"
"Elaenia albiceps";"22699271";"Animalia";"Chordata";"Aves";"Passeriformes";"Tyrannidae";"Elaenia"
"Emberiza caesia";"22720920";"Animalia";"Chordata";"Aves";"Passeriformes";"Emberizidae";"Emberiza"
"Oenanthe albonigra";"22710248";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Oenanthe"
"Oenanthe monacha";"22710244";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Oenanthe"
"Emberiza pallasi";"22721007";"Animalia";"Chordata";"Aves";"Passeriformes";"Emberizidae";"Emberiza"
"Passer domesticus";"103818789";"Animalia";"Chordata";"Aves";"Passeriformes";"Passeridae";"Passer"
"Emberiza siemsseni";"22720875";"Animalia";"Chordata";"Aves";"Passeriformes";"Emberizidae";"Emberiza"
"Prinia gracilis";"22713590";"Animalia";"Chordata";"Aves";"Passeriformes";"Cisticolidae";"Prinia"
"Pycnonotus xanthopygos";"22712681";"Animalia";"Chordata";"Aves";"Passeriformes";"Pycnonotidae";"Pycnonotus"
"Riparia riparia";"103815961";"Animalia";"Chordata";"Aves";"Passeriformes";"Hirundinidae";"Riparia"
"Ficedula albicollis";"22709315";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Ficedula"
"Ficedula ruficauda";"22709217";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Ficedula"
"Hirundo atrocaerulea";"22712318";"Animalia";"Chordata";"Aves";"Passeriformes";"Hirundinidae";"Hirundo"
"Horornis canturians";"22714376";"Animalia";"Chordata";"Aves";"Passeriformes";"Scotocercidae";"Horornis"
"Microptilotis gracilis";"155108940";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Microptilotis"
"Iduna opaca";"22734089";"Animalia";"Chordata";"Aves";"Passeriformes";"Acrocephalidae";"Iduna"
"Lanius excubitor";"103718932";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Lanius"
"Lanius nubicus";"22705099";"Animalia";"Chordata";"Aves";"Passeriformes";"Laniidae";"Lanius"
"Larvivora brunnea";"22709727";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Larvivora"
"Lullula arborea";"22717411";"Animalia";"Chordata";"Aves";"Passeriformes";"Alaudidae";"Lullula"
"Monticola cinclorhyncha";"22708271";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Monticola"
"Motacilla flava";"103822349";"Animalia";"Chordata";"Aves";"Passeriformes";"Motacillidae";"Motacilla"
"Muscicapa dauurica";"22709207";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Muscicapa"
"Muscicapa sibirica";"22709204";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Muscicapa"
"Muscicapa striata";"22709192";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Muscicapa"
"Muscisaxicola capistratus";"22700152";"Animalia";"Chordata";"Aves";"Passeriformes";"Tyrannidae";"Muscisaxicola"
"Neophedina cincta";"22712194";"Animalia";"Chordata";"Aves";"Passeriformes";"Hirundinidae";"Neophedina"
"Oenanthe cypriaca";"22710312";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Oenanthe"
"Oenanthe finschii";"22710292";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Oenanthe"
"Oenanthe hispanica";"22710302";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Oenanthe"
"Oenanthe lugens";"106000073";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Oenanthe"
"Oenanthe picata";"22710295";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Oenanthe"
"Passer moabiticus";"22718197";"Animalia";"Chordata";"Aves";"Passeriformes";"Passeridae";"Passer"
"Phoenicurus ochruros";"22710051";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Phoenicurus"
"Phoenicurus phoenicurus";"22710055";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Phoenicurus"
"Phylloscopus burkii";"22734347";"Animalia";"Chordata";"Aves";"Passeriformes";"Phylloscopidae";"Phylloscopus"
"Phylloscopus collybita";"103843725";"Animalia";"Chordata";"Aves";"Passeriformes";"Phylloscopidae";"Phylloscopus"
"Phylloscopus ibericus";"22729520";"Animalia";"Chordata";"Aves";"Passeriformes";"Phylloscopidae";"Phylloscopus"
"Phylloscopus neglectus";"22715249";"Animalia";"Chordata";"Aves";"Passeriformes";"Phylloscopidae";"Phylloscopus"
"Phylloscopus nitidus";"22731553";"Animalia";"Chordata";"Aves";"Passeriformes";"Phylloscopidae";"Phylloscopus"
"Phylloscopus sindianus";"22728939";"Animalia";"Chordata";"Aves";"Passeriformes";"Phylloscopidae";"Phylloscopus"
"Serinus syriacus";"22720053";"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Serinus"
"Sporophila cinnamomea";"22723499";"Animalia";"Chordata";"Aves";"Passeriformes";"Thraupidae";"Sporophila"
"Sporophila palustris";"22723487";"Animalia";"Chordata";"Aves";"Passeriformes";"Thraupidae";"Sporophila"
"Curruca cantillans";"103874024";"Animalia";"Chordata";"Aves";"Passeriformes";"Sylviidae";"Curruca"
"Curruca communis";"22716910";"Animalia";"Chordata";"Aves";"Passeriformes";"Sylviidae";"Curruca"
"Curruca conspicillata";"22716976";"Animalia";"Chordata";"Aves";"Passeriformes";"Sylviidae";"Curruca"
"Curruca crassirostris";"22734793";"Animalia";"Chordata";"Aves";"Passeriformes";"Sylviidae";"Curruca"
"Curruca curruca";"22734992";"Animalia";"Chordata";"Aves";"Passeriformes";"Sylviidae";"Curruca"
"Curruca hortensis";"22735012";"Animalia";"Chordata";"Aves";"Passeriformes";"Sylviidae";"Curruca"
"Curruca ruppeli";"22716954";"Animalia";"Chordata";"Aves";"Passeriformes";"Sylviidae";"Curruca"
"Curruca subalpina";"22735596";"Animalia";"Chordata";"Aves";"Passeriformes";"Sylviidae";"Curruca"
"Terpsiphone paradisi";"103715992";"Animalia";"Chordata";"Aves";"Passeriformes";"Monarchidae";"Terpsiphone"
"Turdus feae";"22708790";"Animalia";"Chordata";"Aves";"Passeriformes";"Turdidae";"Turdus"
"Turdus torquatus";"22708768";"Animalia";"Chordata";"Aves";"Passeriformes";"Turdidae";"Turdus"
"Turdus unicolor";"22708756";"Animalia";"Chordata";"Aves";"Passeriformes";"Turdidae";"Turdus"
"Microptilotis imitatrix";"155109013";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Microptilotis"
"Zosterops japonicus";"155158005";"Animalia";"Chordata";"Aves";"Passeriformes";"Zosteropidae";"Zosterops"
"Arremon flavirostris";"155185342";"Animalia";"Chordata";"Aves";"Passeriformes";"Passerellidae";"Arremon"
"Arremon dorbignii";"155185351";"Animalia";"Chordata";"Aves";"Passeriformes";"Passerellidae";"Arremon"
"Zoothera dauma";"155657173";"Animalia";"Chordata";"Aves";"Passeriformes";"Turdidae";"Zoothera"
"Zosterops leucophaeus";"22713919";"Animalia";"Chordata";"Aves";"Passeriformes";"Zosteropidae";"Zosterops"
"Vireo chivi";"22731796";"Animalia";"Chordata";"Aves";"Passeriformes";"Vireonidae";"Vireo"
"Cichlocolaptes mazarbarnetti";"103671170";"Animalia";"Chordata";"Aves";"Passeriformes";"Furnariidae";"Cichlocolaptes"
"Cotinga maculata";"22700886";"Animalia";"Chordata";"Aves";"Passeriformes";"Cotingidae";"Cotinga"
"Dysithamnus plumbeus";"22701397";"Animalia";"Chordata";"Aves";"Passeriformes";"Thamnophilidae";"Dysithamnus"
"Macgregoria pulchra";"22706104";"Animalia";"Chordata";"Aves";"Passeriformes";"Meliphagidae";"Macgregoria"
"Remiz pendulinus";"155249960";"Animalia";"Chordata";"Aves";"Passeriformes";"Remizidae";"Remiz"
"Philydor novaesi";"22702869";"Animalia";"Chordata";"Aves";"Passeriformes";"Furnariidae";"Philydor"
"Formicivora acutirostris";"22724477";"Animalia";"Chordata";"Aves";"Passeriformes";"Thamnophilidae";"Formicivora"
"Clytorhynchus hamlini";"22707224";"Animalia";"Chordata";"Aves";"Passeriformes";"Monarchidae";"Clytorhynchus"
"Lipaugus ater";"22700718";"Animalia";"Chordata";"Aves";"Passeriformes";"Cotingidae";"Lipaugus"
"Callaeas cinereus";"103730380";"Animalia";"Chordata";"Aves";"Passeriformes";"Callaeidae";"Callaeas"
"Spelaeornis chocolatinus";"22735151";"Animalia";"Chordata";"Aves";"Passeriformes";"Timaliidae";"Spelaeornis"
"Symposiachrus menckei";"22707313";"Animalia";"Chordata";"Aves";"Passeriformes";"Monarchidae";"Symposiachrus"
"Certhia tianquanensis";"22731107";"Animalia";"Chordata";"Aves";"Passeriformes";"Certhiidae";"Certhia"
"Diglossa gloriosissima";"22723656";"Animalia";"Chordata";"Aves";"Passeriformes";"Thraupidae";"Diglossa"
"Paradoxornis margaritae";"22734623";"Animalia";"Chordata";"Aves";"Passeriformes";"Paradoxornithidae";"Paradoxornis"
"Robsonius sorsogonensis";"22735664";"Animalia";"Chordata";"Aves";"Passeriformes";"Locustellidae";"Robsonius"
"Megazosterops palauensis";"22714341";"Animalia";"Chordata";"Aves";"Passeriformes";"Zosteropidae";"Megazosterops"
"Phylloscartes kronei";"22724425";"Animalia";"Chordata";"Aves";"Passeriformes";"Tyrannidae";"Phylloscartes"
"Sporophila melanogaster";"22723509";"Animalia";"Chordata";"Aves";"Passeriformes";"Thraupidae";"Sporophila"
"Chloropsis media";"22732267";"Animalia";"Chordata";"Aves";"Passeriformes";"Chloropseidae";"Chloropsis"
"Hydrornis gurneyi";"22698628";"Animalia";"Chordata";"Aves";"Passeriformes";"Pittidae";"Hydrornis"
"Petroica pusilla";"103734840";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Petroica"
"Petroica multicolor";"103734824";"Animalia";"Chordata";"Aves";"Passeriformes";"Petroicidae";"Petroica"
"Pomarea mira";"22732931";"Animalia";"Chordata";"Aves";"Passeriformes";"Monarchidae";"Pomarea"
"Sitta ledanti";"22711179";"Animalia";"Chordata";"Aves";"Passeriformes";"Sittidae";"Sitta"
"Terpsiphone corvina";"22707133";"Animalia";"Chordata";"Aves";"Passeriformes";"Monarchidae";"Terpsiphone"
"Merulaxis stresemanni";"22703477";"Animalia";"Chordata";"Aves";"Passeriformes";"Rhinocryptidae";"Merulaxis"
"Myrmotherula snowi";"22724407";"Animalia";"Chordata";"Aves";"Passeriformes";"Thamnophilidae";"Myrmotherula"
"Phylloscartes ceciliae";"22699516";"Animalia";"Chordata";"Aves";"Passeriformes";"Tyrannidae";"Phylloscartes"
"Euphonia laniirostris";"22722724";"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Euphonia"
"Euphonia minuta";"22722760";"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Euphonia"
"Spinus xanthogastrus";"22720398";"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Spinus"
"Geothlypis semiflava";"103797456";"Animalia";"Chordata";"Aves";"Passeriformes";"Parulidae";"Geothlypis"
"Basileuterus cabanisi";"103801561";"Animalia";"Chordata";"Aves";"Passeriformes";"Parulidae";"Basileuterus"
"Hylophilus flavipes";"103693596";"Animalia";"Chordata";"Aves";"Passeriformes";"Vireonidae";"Hylophilus"
"Tunchiornis luteifrons";"103693800";"Animalia";"Chordata";"Aves";"Passeriformes";"Vireonidae";"Tunchiornis"
"Pachysylvia aurantiifrons";"22705309";"Animalia";"Chordata";"Aves";"Passeriformes";"Vireonidae";"Pachysylvia"
"Campylorhynchus albobrunneus";"22711316";"Animalia";"Chordata";"Aves";"Passeriformes";"Troglodytidae";"Campylorhynchus"
"Cantorchilus leucotis";"22711467";"Animalia";"Chordata";"Aves";"Passeriformes";"Troglodytidae";"Cantorchilus"
"Anthus lutescens";"103820643";"Animalia";"Chordata";"Aves";"Passeriformes";"Motacillidae";"Anthus"
"Arremon brunneinucha";"22721519";"Animalia";"Chordata";"Aves";"Passeriformes";"Passerellidae";"Arremon"
"Arremonops conirostris";"22721401";"Animalia";"Chordata";"Aves";"Passeriformes";"Passerellidae";"Arremonops"
"Cymbilaimus lineatus";"22701223";"Animalia";"Chordata";"Aves";"Passeriformes";"Thamnophilidae";"Cymbilaimus"
"Taraba major";"22701251";"Animalia";"Chordata";"Aves";"Passeriformes";"Thamnophilidae";"Taraba"
